State,Year,Quarter,Districts,Transaction_count,Transaction_amount
maharashtra,2023,2,nagpur,97521493,1295047.6
maharashtra,2023,2,ahmednagar,88553642,1397078.87
maharashtra,2023,2,solapur,88308858,1404999.67
maharashtra,2023,2,raigad,55379671,632610.35
maharashtra,2023,2,mumbai,50518947,641780.65
maharashtra,2023,3,pune,625390706,5939942.6
maharashtra,2023,3,thane,170404523,1888431.45
maharashtra,2023,3,nashik,147156281,1954369.38
maharashtra,2023,3,mumbai suburban,144408431,1560838.07
maharashtra,2023,3,aurangabad,119425478,1425070.66
maharashtra,2023,3,nagpur,109330463,1355979.65
maharashtra,2023,3,solapur,98314808,1478225.91
maharashtra,2023,3,ahmednagar,97743482,1508923.76
maharashtra,2023,3,raigad,59850699,662768.28
maharashtra,2023,3,mumbai,56384940,669290.59
maharashtra,2023,4,pune,673819127,6396791.88
maharashtra,2023,4,thane,192539402,2090153.88
maharashtra,2023,4,nashik,164191962,2200536.96
maharashtra,2023,4,mumbai suburban,161597277,1732361.48
maharashtra,2023,4,aurangabad,134713801,1609374.63
maharashtra,2023,4,nagpur,121596100,1539040.02
maharashtra,2023,4,solapur,113841137,1690654.26
maharashtra,2023,4,ahmednagar,111100461,1707204.44
maharashtra,2023,4,raigad,68647056,734282.33
maharashtra,2023,4,mumbai,64843921,773173.56
maharashtra,2024,1,pune,733071386,6738213.54
maharashtra,2024,1,thane,202824955,2155915.41
maharashtra,2024,1,nashik,181839029,2403750.82
maharashtra,2024,1,mumbai suburban,169180881,1795942.86
maharashtra,2024,1,aurangabad,152755419,1813841.55
maharashtra,2024,1,nagpur,131824873,1661245.82
maharashtra,2024,1,solapur,127991531,1868107.06
maharashtra,2024,1,ahmednagar,126557856,1883242.19
maharashtra,2024,1,raigad,73173175,769062.53
maharashtra,2024,1,mumbai,69196322,807352.71
maharashtra,2024,2,pune,774940848,7032882.84
maharashtra,2024,2,thane,219030396,2260000.31
maharashtra,2024,2,nashik,195527613,2509499.85
maharashtra,2024,2,mumbai suburban,181894333,1859690.47
maharashtra,2024,2,aurangabad,162740851,1873041.24
maharashtra,2024,2,nagpur,141322812,1755112.01
maharashtra,2024,2,solapur,138762460,1972155.51
maharashtra,2024,2,ahmednagar,138042382,1979268.77
maharashtra,2024,2,raigad,79815570,816032.73
maharashtra,2024,2,mumbai,73618716,809347.56
manipur,2018,1,imphal west,29863,460.26
manipur,2018,1,imphal east,21960,260.29
manipur,2018,1,thoubal,8288,83.67
manipur,2018,1,bishnupur,7005,113.42
manipur,2018,1,kangpokpi,4187,121.29
manipur,2018,1,churachandpur,4081,117.08
manipur,2018,1,kakching,1622,19.25
manipur,2018,1,ukhrul,1399,16.47
manipur,2018,1,jiribam,1305,35.65
manipur,2018,1,tamenglong,1007,17.09
manipur,2018,2,imphal west,46604,843.63
manipur,2018,2,imphal east,42065,545.62
manipur,2018,2,thoubal,20689,179.69
manipur,2018,2,bishnupur,11338,193.52
manipur,2018,2,churachandpur,7110,180.56
manipur,2018,2,kangpokpi,6741,203.16
manipur,2018,2,kakching,3879,64.12
manipur,2018,2,ukhrul,2800,63.94
manipur,2018,2,jiribam,2710,64.68
manipur,2018,2,tengnoupal,2080,60.78
manipur,2018,3,imphal east,60511,896.06
manipur,2018,3,imphal west,53577,1210.34
manipur,2018,3,thoubal,19399,340.93
manipur,2018,3,bishnupur,13649,243.68
manipur,2018,3,kangpokpi,9151,279.37
manipur,2018,3,churachandpur,8671,274.69
manipur,2018,3,kakching,4590,99.68
manipur,2018,3,jiribam,3959,66.02
manipur,2018,3,ukhrul,3600,98.03
manipur,2018,3,tengnoupal,3282,133.85
manipur,2018,4,imphal west,71845,1815.98
manipur,2018,4,imphal east,54610,1291.76
manipur,2018,4,thoubal,24817,529.0
manipur,2018,4,bishnupur,19048,372.63
manipur,2018,4,churachandpur,14801,545.03
manipur,2018,4,kangpokpi,13325,420.82
manipur,2018,4,kakching,6508,134.29
manipur,2018,4,jiribam,5444,134.15
manipur,2018,4,tengnoupal,5426,221.55
manipur,2018,4,tamenglong,4866,130.58
manipur,2019,1,imphal west,79612,2056.76
manipur,2019,1,imphal east,65076,1476.11
manipur,2019,1,thoubal,24257,472.11
manipur,2019,1,bishnupur,19486,481.93
manipur,2019,1,churachandpur,16940,533.6
manipur,2019,1,kangpokpi,15937,422.25
manipur,2019,1,kakching,6683,137.75
manipur,2019,1,tamenglong,6373,139.75
manipur,2019,1,ukhrul,6222,168.39
manipur,2019,1,tengnoupal,6064,210.54
manipur,2019,2,imphal west,78677,2320.57
manipur,2019,2,imphal east,60830,1632.51
manipur,2019,2,thoubal,20528,506.09
manipur,2019,2,bishnupur,17577,416.46
manipur,2019,2,kangpokpi,16230,471.29
manipur,2019,2,churachandpur,15958,529.75
manipur,2019,2,ukhrul,7984,215.22
manipur,2019,2,kakching,6912,161.07
manipur,2019,2,jiribam,6285,172.7
manipur,2019,2,tengnoupal,6226,225.24
manipur,2019,3,imphal west,101022,2668.81
manipur,2019,3,imphal east,79728,2062.24
manipur,2019,3,thoubal,25149,568.75
manipur,2019,3,kangpokpi,23953,612.7
manipur,2019,3,churachandpur,23946,675.51
manipur,2019,3,bishnupur,23755,496.68
manipur,2019,3,ukhrul,11017,255.16
manipur,2019,3,kakching,10786,216.59
manipur,2019,3,tamenglong,9939,222.83
manipur,2019,3,chandel,9230,202.01
manipur,2019,4,imphal west,150073,4459.26
manipur,2019,4,imphal east,96589,2491.97
manipur,2019,4,thoubal,32971,737.27
manipur,2019,4,bishnupur,31835,727.05
manipur,2019,4,kangpokpi,28686,749.31
manipur,2019,4,churachandpur,26420,760.32
manipur,2019,4,kakching,12984,315.41
manipur,2019,4,ukhrul,12148,330.66
manipur,2019,4,tamenglong,11954,273.27
manipur,2019,4,chandel,11650,303.94
manipur,2020,1,imphal west,471392,17991.94
manipur,2020,1,imphal east,97573,2224.8
manipur,2020,1,thoubal,40558,924.13
manipur,2020,1,bishnupur,40172,838.19
manipur,2020,1,kangpokpi,33643,814.0
manipur,2020,1,churachandpur,33637,845.66
manipur,2020,1,kakching,16690,375.26
manipur,2020,1,tamenglong,14451,314.91
manipur,2020,1,chandel,13716,312.79
manipur,2020,1,ukhrul,13355,306.59
manipur,2020,2,imphal west,551775,20348.62
manipur,2020,2,imphal east,127255,2696.48
manipur,2020,2,bishnupur,70841,1423.0
manipur,2020,2,thoubal,66183,1586.15
manipur,2020,2,churachandpur,50818,1289.36
manipur,2020,2,kangpokpi,48617,1050.35
manipur,2020,2,kakching,30404,537.91
manipur,2020,2,ukhrul,24243,435.6
manipur,2020,2,chandel,21517,490.09
manipur,2020,2,tamenglong,21294,470.21
manipur,2020,3,imphal west,805964,31169.05
manipur,2020,3,imphal east,148992,3574.2
manipur,2020,3,bishnupur,82097,1787.53
manipur,2020,3,thoubal,75667,1783.15
manipur,2020,3,churachandpur,61160,1790.08
manipur,2020,3,kangpokpi,56646,1414.95
manipur,2020,3,kakching,33268,727.45
manipur,2020,3,ukhrul,27857,631.21
manipur,2020,3,chandel,25158,635.05
manipur,2020,3,tamenglong,24595,571.03
manipur,2020,4,imphal west,894877,34474.8
manipur,2020,4,imphal east,179438,5240.42
manipur,2020,4,bishnupur,95869,2674.44
manipur,2020,4,thoubal,87208,2493.11
manipur,2020,4,kangpokpi,74472,2164.59
manipur,2020,4,churachandpur,71693,2433.55
manipur,2020,4,kakching,37180,967.67
manipur,2020,4,ukhrul,32947,916.88
manipur,2020,4,chandel,31540,904.73
manipur,2020,4,tamenglong,27674,779.57
manipur,2021,1,imphal west,1693458,49625.53
manipur,2021,1,imphal east,161841,5300.29
manipur,2021,1,bishnupur,73777,2554.87
manipur,2021,1,thoubal,72593,2407.13
manipur,2021,1,kangpokpi,63234,2050.5
manipur,2021,1,churachandpur,62755,2502.51
manipur,2021,1,kakching,29803,923.08
manipur,2021,1,chandel,23884,804.46
manipur,2021,1,ukhrul,22415,687.46
manipur,2021,1,senapati,22025,737.77
manipur,2021,2,imphal west,2353896,56976.96
manipur,2021,2,imphal east,179337,4919.78
manipur,2021,2,thoubal,91264,2685.14
manipur,2021,2,bishnupur,89095,2609.0
manipur,2021,2,churachandpur,80524,2739.62
manipur,2021,2,kangpokpi,78765,2363.69
manipur,2021,2,kakching,37444,923.12
manipur,2021,2,chandel,29178,900.54
manipur,2021,2,ukhrul,28524,812.26
manipur,2021,2,senapati,25681,702.2
manipur,2021,3,imphal west,3027735,74370.69
manipur,2021,3,imphal east,226128,7050.81
manipur,2021,3,thoubal,113257,3635.48
manipur,2021,3,churachandpur,109913,3975.49
manipur,2021,3,bishnupur,104901,3203.8
manipur,2021,3,kangpokpi,94883,2997.61
manipur,2021,3,kakching,44277,1286.93
manipur,2021,3,chandel,36126,1160.52
manipur,2021,3,ukhrul,35250,1185.1
manipur,2021,3,tamenglong,33266,1087.7
manipur,2021,4,imphal west,3649688,92541.06
manipur,2021,4,imphal east,268205,8537.65
manipur,2021,4,thoubal,130316,3930.43
manipur,2021,4,churachandpur,121140,4468.95
manipur,2021,4,bishnupur,113386,3698.86
manipur,2021,4,kangpokpi,107329,3185.64
manipur,2021,4,kakching,43224,1301.59
manipur,2021,4,tengnoupal,40383,1549.57
manipur,2021,4,tamenglong,40279,1407.93
manipur,2021,4,chandel,39891,1316.52
manipur,2022,1,imphal west,4129560,103313.77
manipur,2022,1,imphal east,298053,9262.99
manipur,2022,1,thoubal,159443,4660.0
manipur,2022,1,churachandpur,132079,4782.83
manipur,2022,1,bishnupur,129775,4109.8
manipur,2022,1,kangpokpi,120614,3614.23
manipur,2022,1,tamenglong,53325,1820.59
manipur,2022,1,chandel,46964,1568.21
manipur,2022,1,ukhrul,45977,1632.12
manipur,2022,1,kakching,45714,1290.1
manipur,2022,2,imphal west,4858000,110351.05
manipur,2022,2,imphal east,334382,10170.04
manipur,2022,2,thoubal,179962,4899.21
manipur,2022,2,bishnupur,132234,4276.64
manipur,2022,2,churachandpur,130821,4456.74
manipur,2022,2,kangpokpi,127346,3603.81
manipur,2022,2,tamenglong,48779,1586.7
manipur,2022,2,ukhrul,48388,1655.24
manipur,2022,2,kakching,45754,1248.82
manipur,2022,2,chandel,44845,1612.55
manipur,2022,3,imphal west,4865688,111531.43
manipur,2022,3,imphal east,401052,11060.24
manipur,2022,3,churachandpur,200968,5607.55
manipur,2022,3,thoubal,198398,5027.85
manipur,2022,3,kangpokpi,137088,3820.55
manipur,2022,3,bishnupur,126573,3975.36
manipur,2022,3,kakching,114178,2697.11
manipur,2022,3,tamenglong,48889,1509.47
manipur,2022,3,ukhrul,48127,1654.05
manipur,2022,3,senapati,46116,1411.07
manipur,2022,4,imphal west,4737839,110047.27
manipur,2022,4,imphal east,417476,11240.61
manipur,2022,4,thoubal,252156,6423.42
manipur,2022,4,kakching,205827,4772.88
manipur,2022,4,kangpokpi,195796,4995.27
manipur,2022,4,churachandpur,139622,4182.92
manipur,2022,4,bishnupur,134155,3982.16
manipur,2022,4,senapati,63745,1807.31
manipur,2022,4,tamenglong,51040,1606.02
manipur,2022,4,tengnoupal,49553,1757.56
manipur,2023,1,imphal west,987912,26028.33
manipur,2023,1,imphal east,659880,16370.26
manipur,2023,1,thoubal,315961,7966.2
manipur,2023,1,bishnupur,231239,6266.31
manipur,2023,1,churachandpur,221158,5823.41
manipur,2023,1,kangpokpi,211256,5207.65
manipur,2023,1,senapati,94404,2527.57
manipur,2023,1,tamenglong,86492,2314.53
manipur,2023,1,ukhrul,83455,2675.15
manipur,2023,1,tengnoupal,79811,2942.36
manipur,2023,2,imphal west,484182,13472.0
manipur,2023,2,imphal east,332809,8559.9
manipur,2023,2,thoubal,155290,4127.56
manipur,2023,2,churachandpur,108049,3093.77
manipur,2023,2,bishnupur,108042,3048.61
manipur,2023,2,kangpokpi,96061,2658.36
manipur,2023,2,jiribam,53949,1532.37
manipur,2023,2,senapati,49144,1393.58
manipur,2023,2,tamenglong,42991,1217.1
manipur,2023,2,ukhrul,41027,1319.78
manipur,2023,3,imphal west,283239,11923.73
manipur,2023,3,imphal east,195597,7629.43
manipur,2023,3,thoubal,70780,2899.42
manipur,2023,3,kangpokpi,60374,2703.93
manipur,2023,3,bishnupur,52074,2287.69
manipur,2023,3,jiribam,48471,1704.2
manipur,2023,3,churachandpur,43375,2152.67
manipur,2023,3,senapati,25056,881.62
manipur,2023,3,tamenglong,21706,1051.77
manipur,2023,3,ukhrul,18404,745.46
manipur,2023,4,imphal west,645798,21108.59
manipur,2023,4,imphal east,466350,14243.11
manipur,2023,4,thoubal,193084,5873.82
manipur,2023,4,bishnupur,158304,5178.91
manipur,2023,4,kangpokpi,143024,4826.31
manipur,2023,4,churachandpur,123502,4638.24
manipur,2023,4,jiribam,79450,2167.17
manipur,2023,4,senapati,55235,1432.0
manipur,2023,4,tamenglong,53369,1690.27
manipur,2023,4,ukhrul,48581,1765.51
manipur,2024,1,imphal west,1133368,27254.54
manipur,2024,1,imphal east,807970,18062.86
manipur,2024,1,thoubal,375796,8449.58
manipur,2024,1,bishnupur,309635,7411.36
manipur,2024,1,kangpokpi,250851,6338.81
manipur,2024,1,churachandpur,194606,5493.72
manipur,2024,1,jiribam,133568,2896.41
manipur,2024,1,senapati,104452,2475.82
manipur,2024,1,tamenglong,102763,2570.65
manipur,2024,1,ukhrul,100123,2981.92
manipur,2024,2,imphal west,1459563,31416.89
manipur,2024,2,imphal east,1018606,20597.37
manipur,2024,2,thoubal,521498,9809.21
manipur,2024,2,bishnupur,445648,9005.1
manipur,2024,2,kangpokpi,328709,8007.99
manipur,2024,2,churachandpur,302509,7526.67
manipur,2024,2,jiribam,176660,3306.78
manipur,2024,2,ukhrul,133349,3877.89
manipur,2024,2,senapati,125843,2675.13
manipur,2024,2,tengnoupal,118339,3066.17
meghalaya,2018,1,east khasi hills,23283,318.08
meghalaya,2018,1,west garo hills,7660,91.99
meghalaya,2018,1,ribhoi,6029,87.37
meghalaya,2018,1,east jaintia hills,4896,82.99
meghalaya,2018,1,west jaintia hills,3131,28.13
meghalaya,2018,1,west khasi hills,1079,16.48
meghalaya,2018,1,north garo hills,922,6.53
meghalaya,2018,1,south west garo hills,798,10.16
meghalaya,2018,1,east garo hills,749,7.82
meghalaya,2018,1,south garo hills,705,8.07
meghalaya,2018,2,east khasi hills,33966,611.81
meghalaya,2018,2,west garo hills,10651,196.85
meghalaya,2018,2,ribhoi,8761,141.82
meghalaya,2018,2,east jaintia hills,6004,130.6
meghalaya,2018,2,west jaintia hills,2232,23.13
meghalaya,2018,2,south west garo hills,1767,17.24
meghalaya,2018,2,north garo hills,1403,12.78
meghalaya,2018,2,south garo hills,1103,15.53
meghalaya,2018,2,east garo hills,832,10.32
meghalaya,2018,2,west khasi hills,742,6.84
meghalaya,2018,3,east khasi hills,54015,1111.73
meghalaya,2018,3,west garo hills,17911,314.89
meghalaya,2018,3,ribhoi,13023,260.73
meghalaya,2018,3,east jaintia hills,11397,226.83
meghalaya,2018,3,west jaintia hills,3240,45.71
meghalaya,2018,3,south west garo hills,2740,42.94
meghalaya,2018,3,north garo hills,2271,19.76
meghalaya,2018,3,south garo hills,2110,24.67
meghalaya,2018,3,east garo hills,1323,19.63
meghalaya,2018,3,west khasi hills,1228,21.46
meghalaya,2018,4,east khasi hills,70386,1678.09
meghalaya,2018,4,west garo hills,29000,526.74
meghalaya,2018,4,east jaintia hills,20614,378.85
meghalaya,2018,4,ribhoi,18294,420.67
meghalaya,2018,4,west jaintia hills,4693,75.63
meghalaya,2018,4,north garo hills,4011,45.9
meghalaya,2018,4,south west garo hills,3950,45.31
meghalaya,2018,4,south garo hills,3037,60.01
meghalaya,2018,4,west khasi hills,2821,59.62
meghalaya,2018,4,east garo hills,2808,58.33
meghalaya,2019,1,east khasi hills,101662,2013.52
meghalaya,2019,1,west garo hills,30087,585.49
meghalaya,2019,1,ribhoi,27304,558.13
meghalaya,2019,1,east jaintia hills,25054,460.08
meghalaya,2019,1,west jaintia hills,5411,75.95
meghalaya,2019,1,south west garo hills,3819,45.58
meghalaya,2019,1,north garo hills,3816,40.16
meghalaya,2019,1,west khasi hills,3646,50.45
meghalaya,2019,1,east garo hills,3529,64.95
meghalaya,2019,1,south garo hills,3146,74.87
meghalaya,2019,2,east khasi hills,126665,2747.02
meghalaya,2019,2,west garo hills,32077,707.02
meghalaya,2019,2,ribhoi,27488,616.25
meghalaya,2019,2,east jaintia hills,21325,436.24
meghalaya,2019,2,west jaintia hills,5226,97.14
meghalaya,2019,2,south west garo hills,4563,69.82
meghalaya,2019,2,east garo hills,3926,67.86
meghalaya,2019,2,north garo hills,3804,43.3
meghalaya,2019,2,south garo hills,3048,70.77
meghalaya,2019,2,west khasi hills,3012,47.12
meghalaya,2019,3,east khasi hills,156970,3441.3
meghalaya,2019,3,west garo hills,45652,903.91
meghalaya,2019,3,ribhoi,36292,739.79
meghalaya,2019,3,east jaintia hills,28604,500.91
meghalaya,2019,3,west jaintia hills,8947,112.92
meghalaya,2019,3,south west garo hills,6405,96.77
meghalaya,2019,3,north garo hills,6329,74.8
meghalaya,2019,3,east garo hills,5970,81.35
meghalaya,2019,3,south garo hills,4768,78.47
meghalaya,2019,3,west khasi hills,4604,67.79
meghalaya,2019,4,east khasi hills,189936,4136.5
meghalaya,2019,4,west garo hills,51137,1040.63
meghalaya,2019,4,ribhoi,42953,906.23
meghalaya,2019,4,east jaintia hills,31575,616.16
meghalaya,2019,4,west jaintia hills,11750,161.26
meghalaya,2019,4,north garo hills,8449,110.18
meghalaya,2019,4,east garo hills,7811,115.24
meghalaya,2019,4,south west garo hills,7301,117.22
meghalaya,2019,4,south garo hills,7020,99.01
meghalaya,2019,4,west khasi hills,5296,80.07
meghalaya,2020,1,east khasi hills,280817,7120.1
meghalaya,2020,1,west garo hills,65263,1300.99
meghalaya,2020,1,ribhoi,51789,1094.01
meghalaya,2020,1,east jaintia hills,36855,760.22
meghalaya,2020,1,west jaintia hills,15784,220.57
meghalaya,2020,1,south west garo hills,10582,143.23
meghalaya,2020,1,south garo hills,10483,119.02
meghalaya,2020,1,east garo hills,10003,150.51
meghalaya,2020,1,north garo hills,9622,116.65
meghalaya,2020,1,west khasi hills,7569,121.85
meghalaya,2020,2,east khasi hills,294655,6694.5
meghalaya,2020,2,west garo hills,107355,1788.44
meghalaya,2020,2,ribhoi,60451,1084.16
meghalaya,2020,2,east jaintia hills,50077,791.1
meghalaya,2020,2,west jaintia hills,26041,223.56
meghalaya,2020,2,south west garo hills,20761,218.35
meghalaya,2020,2,east garo hills,19865,193.79
meghalaya,2020,2,north garo hills,19393,169.49
meghalaya,2020,2,south garo hills,15934,184.98
meghalaya,2020,2,west khasi hills,14911,135.51
meghalaya,2020,3,east khasi hills,239307,5717.89
meghalaya,2020,3,west garo hills,117550,2495.76
meghalaya,2020,3,ribhoi,64590,1387.71
meghalaya,2020,3,east jaintia hills,52534,996.7
meghalaya,2020,3,west jaintia hills,28622,398.6
meghalaya,2020,3,south west garo hills,19536,318.48
meghalaya,2020,3,east garo hills,19353,304.06
meghalaya,2020,3,north garo hills,17943,236.18
meghalaya,2020,3,south garo hills,17171,233.69
meghalaya,2020,3,west khasi hills,15031,198.21
meghalaya,2020,4,east khasi hills,298622,7777.19
meghalaya,2020,4,west garo hills,149536,3623.64
meghalaya,2020,4,ribhoi,90879,2236.82
meghalaya,2020,4,east jaintia hills,65059,1629.52
meghalaya,2020,4,west jaintia hills,32267,551.03
meghalaya,2020,4,south west garo hills,24078,495.85
meghalaya,2020,4,east garo hills,23262,418.48
meghalaya,2020,4,south garo hills,22487,345.87
meghalaya,2020,4,north garo hills,22048,368.02
meghalaya,2020,4,west khasi hills,18440,414.32
meghalaya,2021,1,east khasi hills,322156,9157.71
meghalaya,2021,1,west garo hills,133362,3704.93
meghalaya,2021,1,ribhoi,98957,2665.71
meghalaya,2021,1,east jaintia hills,70732,2054.54
meghalaya,2021,1,west jaintia hills,24312,538.27
meghalaya,2021,1,south garo hills,19054,443.52
meghalaya,2021,1,north garo hills,18850,379.09
meghalaya,2021,1,south west garo hills,18591,418.61
meghalaya,2021,1,east garo hills,18473,402.12
meghalaya,2021,1,west khasi hills,16947,601.83
meghalaya,2021,2,east khasi hills,386773,9943.48
meghalaya,2021,2,west garo hills,174186,4375.56
meghalaya,2021,2,ribhoi,111231,2658.93
meghalaya,2021,2,east jaintia hills,87223,2059.07
meghalaya,2021,2,west jaintia hills,30529,537.33
meghalaya,2021,2,north garo hills,25028,379.84
meghalaya,2021,2,south west garo hills,24491,475.27
meghalaya,2021,2,east garo hills,24431,426.03
meghalaya,2021,2,south garo hills,21894,488.19
meghalaya,2021,2,west khasi hills,16590,413.26
meghalaya,2021,3,east khasi hills,475308,12678.2
meghalaya,2021,3,west garo hills,207635,5508.69
meghalaya,2021,3,ribhoi,135524,3371.35
meghalaya,2021,3,east jaintia hills,103142,2541.17
meghalaya,2021,3,west jaintia hills,37590,718.89
meghalaya,2021,3,north garo hills,30790,563.46
meghalaya,2021,3,east garo hills,29654,546.96
meghalaya,2021,3,south west garo hills,28662,591.41
meghalaya,2021,3,south garo hills,23378,504.17
meghalaya,2021,3,west khasi hills,17524,457.08
meghalaya,2021,4,east khasi hills,602012,16478.41
meghalaya,2021,4,west garo hills,261543,7460.99
meghalaya,2021,4,ribhoi,210094,4952.4
meghalaya,2021,4,east jaintia hills,140522,3715.41
meghalaya,2021,4,west jaintia hills,43460,982.76
meghalaya,2021,4,north garo hills,38565,881.14
meghalaya,2021,4,east garo hills,37744,796.75
meghalaya,2021,4,south west garo hills,35153,762.49
meghalaya,2021,4,west khasi hills,29960,1085.95
meghalaya,2021,4,south garo hills,28989,896.63
meghalaya,2022,1,east khasi hills,653082,17628.38
meghalaya,2022,1,west garo hills,325791,9915.87
meghalaya,2022,1,ribhoi,257923,6244.03
meghalaya,2022,1,east jaintia hills,169484,4961.56
meghalaya,2022,1,west jaintia hills,49196,1265.98
meghalaya,2022,1,south garo hills,43827,1664.13
meghalaya,2022,1,east garo hills,42878,976.59
meghalaya,2022,1,north garo hills,42030,878.94
meghalaya,2022,1,south west garo hills,39644,982.49
meghalaya,2022,1,west khasi hills,36687,1480.91
meghalaya,2022,2,east khasi hills,853333,21565.0
meghalaya,2022,2,west garo hills,392151,11506.03
meghalaya,2022,2,ribhoi,337102,7557.87
meghalaya,2022,2,east jaintia hills,193196,5026.41
meghalaya,2022,2,west jaintia hills,56272,1523.94
meghalaya,2022,2,east garo hills,46150,1067.93
meghalaya,2022,2,north garo hills,44965,924.97
meghalaya,2022,2,south west garo hills,43006,1182.41
meghalaya,2022,2,south garo hills,33680,922.93
meghalaya,2022,2,west khasi hills,31223,1037.65
meghalaya,2022,3,east khasi hills,2924522,61377.7
meghalaya,2022,3,west garo hills,508052,12834.8
meghalaya,2022,3,ribhoi,400075,8252.79
meghalaya,2022,3,east jaintia hills,241204,6333.17
meghalaya,2022,3,west jaintia hills,62798,1711.13
meghalaya,2022,3,south west garo hills,48898,1218.32
meghalaya,2022,3,north garo hills,48727,1078.84
meghalaya,2022,3,east garo hills,47047,993.9
meghalaya,2022,3,south garo hills,35206,883.11
meghalaya,2022,3,west khasi hills,29296,878.22
meghalaya,2022,4,east khasi hills,2285868,48860.13
meghalaya,2022,4,west garo hills,612945,15654.79
meghalaya,2022,4,ribhoi,416100,8552.62
meghalaya,2022,4,east jaintia hills,252554,6987.36
meghalaya,2022,4,west jaintia hills,81501,2291.3
meghalaya,2022,4,east garo hills,59445,1432.93
meghalaya,2022,4,south west garo hills,59231,1503.34
meghalaya,2022,4,north garo hills,59149,1300.72
meghalaya,2022,4,south garo hills,47478,1343.93
meghalaya,2022,4,west khasi hills,41404,1419.54
meghalaya,2023,1,east khasi hills,1220563,26803.24
meghalaya,2023,1,west garo hills,1041221,27655.64
meghalaya,2023,1,ribhoi,729560,14749.83
meghalaya,2023,1,east jaintia hills,515136,13716.14
meghalaya,2023,1,west jaintia hills,134028,3772.16
meghalaya,2023,1,south west garo hills,112416,3021.45
meghalaya,2023,1,east garo hills,102374,2307.04
meghalaya,2023,1,north garo hills,97035,1989.57
meghalaya,2023,1,south garo hills,95917,2767.02
meghalaya,2023,1,west khasi hills,81929,2835.1
meghalaya,2023,2,east khasi hills,1584287,33083.72
meghalaya,2023,2,west garo hills,1313181,30936.01
meghalaya,2023,2,ribhoi,849150,15406.19
meghalaya,2023,2,east jaintia hills,602439,14115.16
meghalaya,2023,2,west jaintia hills,143311,3634.51
meghalaya,2023,2,south west garo hills,138973,3242.56
meghalaya,2023,2,east garo hills,119181,2593.23
meghalaya,2023,2,north garo hills,113361,2150.38
meghalaya,2023,2,south garo hills,104600,2734.08
meghalaya,2023,2,west khasi hills,71353,1678.96
meghalaya,2023,3,east khasi hills,1925071,36371.81
meghalaya,2023,3,west garo hills,1580512,30407.69
meghalaya,2023,3,ribhoi,1002988,16113.92
meghalaya,2023,3,east jaintia hills,704743,14553.19
meghalaya,2023,3,south west garo hills,159403,3128.6
meghalaya,2023,3,west jaintia hills,159073,3855.84
meghalaya,2023,3,north garo hills,146236,2514.11
meghalaya,2023,3,east garo hills,145914,2653.77
meghalaya,2023,3,south garo hills,100839,1991.01
meghalaya,2023,3,west khasi hills,73882,1557.56
meghalaya,2023,4,west garo hills,2128194,40341.59
meghalaya,2023,4,east khasi hills,2091395,39027.71
meghalaya,2023,4,ribhoi,1138756,18387.13
meghalaya,2023,4,east jaintia hills,866490,18913.14
meghalaya,2023,4,south west garo hills,209090,4241.84
meghalaya,2023,4,east garo hills,187702,3614.39
meghalaya,2023,4,north garo hills,184749,3393.49
meghalaya,2023,4,west jaintia hills,177331,4176.37
meghalaya,2023,4,south garo hills,144242,3070.31
meghalaya,2023,4,west khasi hills,93642,2170.82
meghalaya,2024,1,west garo hills,2767053,48835.22
meghalaya,2024,1,east khasi hills,2147402,37541.42
meghalaya,2024,1,ribhoi,1267759,20468.4
meghalaya,2024,1,east jaintia hills,1035599,22142.66
meghalaya,2024,1,south west garo hills,267929,5289.38
meghalaya,2024,1,north garo hills,238343,3535.6
meghalaya,2024,1,east garo hills,233283,3839.84
meghalaya,2024,1,south garo hills,198001,4759.72
meghalaya,2024,1,west jaintia hills,192144,4598.01
meghalaya,2024,1,west khasi hills,129926,3634.94
meghalaya,2024,2,west garo hills,3778641,53837.59
meghalaya,2024,2,east khasi hills,2945994,46913.31
meghalaya,2024,2,ribhoi,1494671,21511.53
meghalaya,2024,2,east jaintia hills,1102303,19420.29
meghalaya,2024,2,north garo hills,405896,3895.23
meghalaya,2024,2,south west garo hills,370510,5510.84
meghalaya,2024,2,east garo hills,349003,4251.61
meghalaya,2024,2,south garo hills,226597,3720.07
meghalaya,2024,2,west jaintia hills,211646,4369.29
meghalaya,2024,2,west khasi hills,141159,2859.84
mizoram,2018,1,aizawl,12006,279.19
mizoram,2018,1,lunglei,1604,23.51
mizoram,2018,1,kolasib,1457,38.92
mizoram,2018,1,mamit,1133,57.29
mizoram,2018,1,lawngtlai,735,5.47
mizoram,2018,1,serchhip,691,17.3
mizoram,2018,1,saiha,482,21.89
mizoram,2018,1,champhai,453,8.71
mizoram,2018,2,aizawl,16353,483.4
mizoram,2018,2,lunglei,3249,68.15
mizoram,2018,2,kolasib,2092,51.17
mizoram,2018,2,mamit,1813,104.78
mizoram,2018,2,serchhip,1237,38.32
mizoram,2018,2,saiha,846,53.47
mizoram,2018,2,champhai,834,22.04
mizoram,2018,2,lawngtlai,627,13.75
mizoram,2018,3,aizawl,24199,720.32
mizoram,2018,3,lunglei,4716,121.89
mizoram,2018,3,kolasib,2631,65.64
mizoram,2018,3,mamit,2247,54.47
mizoram,2018,3,serchhip,2133,65.73
mizoram,2018,3,lawngtlai,1231,34.22
