State,Year,Quarter,District,Count,Amount
madhya-pradesh,2021,4,rewa district,6195961,123150.58
madhya-pradesh,2021,4,shajapur district,3399603,63306.02
madhya-pradesh,2021,4,ujjain district,9436286,169981.55
madhya-pradesh,2021,4,bhind district,2791109,60476.97
madhya-pradesh,2021,4,tikamgarh district,1642235,30284.39
madhya-pradesh,2021,4,seoni district,3363427,64419.36
madhya-pradesh,2021,4,harda district,1580357,30254.11
madhya-pradesh,2021,4,burhanpur district,1978706,34622.21
madhya-pradesh,2021,4,damoh district,1739709,35209.92
madhya-pradesh,2021,4,bhopal district,134176541,1901962.23
madhya-pradesh,2021,4,jhabua district,1397183,28076.94
madhya-pradesh,2021,4,dhar district,8770665,144544.87
madhya-pradesh,2021,4,guna district,4200430,74988.8
madhya-pradesh,2021,4,east nimar district,3570045,59937.4
madhya-pradesh,2021,4,chhindwara district,6522234,111856.96
madhya-pradesh,2021,4,umaria district,1309452,22784.26
madhya-pradesh,2021,4,mandla district,1725231,32423.62
madhya-pradesh,2021,4,indore district,73486993,1076858.36
madhya-pradesh,2021,4,shahdol district,3279007,55042.06
madhya-pradesh,2021,4,ratlam district,4743942,97093.37
madhya-pradesh,2021,4,panna district,1348289,28150.48
madhya-pradesh,2021,4,chhatarpur district,2997869,60483.74
madhya-pradesh,2022,1,morena district,4279893,94159.69
madhya-pradesh,2022,1,alirajpur district,623826,13619.9
madhya-pradesh,2022,1,sehore district,7782311,122403.5
madhya-pradesh,2022,1,rajgarh district,6852793,119502.79
madhya-pradesh,2022,1,khargone district,5882191,111649.07
madhya-pradesh,2022,1,satna district,5959975,112010.65
madhya-pradesh,2022,1,narsinghpur district,3450508,66600.33
madhya-pradesh,2022,1,jabalpur district,14198131,237277.06
madhya-pradesh,2022,1,hoshangabad district,4978689,81664.88
madhya-pradesh,2022,1,vidisha district,5048959,81928.99
madhya-pradesh,2022,1,balaghat district,5418739,102202.79
madhya-pradesh,2022,1,singrauli district,5324750,95811.59
madhya-pradesh,2022,1,betul district,5242599,85857.65
madhya-pradesh,2022,1,sidhi district,2630276,54973.85
madhya-pradesh,2022,1,datia district,1623377,33148.63
madhya-pradesh,2022,1,dewas district,8873232,145736.67
madhya-pradesh,2022,1,sheopur district,1111291,23928.02
madhya-pradesh,2022,1,neemuch district,3135245,60458.53
madhya-pradesh,2022,1,raisen district,5782830,85763.98
madhya-pradesh,2022,1,mandsaur district,5084917,97585.46
madhya-pradesh,2022,1,barwani district,2942467,57388.89
madhya-pradesh,2022,1,katni district,3425402,61152.45
madhya-pradesh,2022,1,dindori district,1108997,21782.01
madhya-pradesh,2022,1,shivpuri district,4407500,81350.34
madhya-pradesh,2022,1,gwalior district,15549106,276920.15
madhya-pradesh,2022,1,anuppur district,2263667,37019.37
madhya-pradesh,2022,1,agar malwa district,2241646,44574.91
madhya-pradesh,2022,1,ashoknagar district,2386761,36070.89
madhya-pradesh,2022,1,sagar district,7000254,119996.12
madhya-pradesh,2022,1,niwari district,698302,13129.81
madhya-pradesh,2022,1,rewa district,6925395,139881.88
madhya-pradesh,2022,1,shajapur district,4089624,71336.32
madhya-pradesh,2022,1,ujjain district,11174270,193178.22
madhya-pradesh,2022,1,bhind district,3191338,66276.25
madhya-pradesh,2022,1,tikamgarh district,2146517,33137.23
madhya-pradesh,2022,1,seoni district,4010669,77766.1
madhya-pradesh,2022,1,harda district,1854570,33948.09
madhya-pradesh,2022,1,burhanpur district,2342461,38600.95
madhya-pradesh,2022,1,damoh district,2115948,41514.33
madhya-pradesh,2022,1,bhopal district,159892411,2210967.59
madhya-pradesh,2022,1,jhabua district,1628225,34303.25
madhya-pradesh,2022,1,dhar district,10117283,165931.18
madhya-pradesh,2022,1,guna district,5024607,80679.59
madhya-pradesh,2022,1,east nimar district,4170972,68515.82
madhya-pradesh,2022,1,chhindwara district,7709009,126679.85
madhya-pradesh,2022,1,umaria district,1518582,26465.27
madhya-pradesh,2022,1,mandla district,1993473,38869.85
madhya-pradesh,2022,1,indore district,82698834,1177083.34
madhya-pradesh,2022,1,shahdol district,3800096,65159.01
madhya-pradesh,2022,1,ratlam district,5644515,109897.57
madhya-pradesh,2022,1,panna district,1607145,32769.54
madhya-pradesh,2022,1,chhatarpur district,3738480,68021.23
madhya-pradesh,2022,2,morena district,5052395,112188.28
madhya-pradesh,2022,2,alirajpur district,741722,16430.04
madhya-pradesh,2022,2,sehore district,8725327,144177.89
madhya-pradesh,2022,2,rajgarh district,7515718,140048.86
madhya-pradesh,2022,2,khargone district,6825601,128867.15
madhya-pradesh,2022,2,satna district,7167622,132548.2
madhya-pradesh,2022,2,narsinghpur district,3861381,73539.1
madhya-pradesh,2022,2,jabalpur district,16889784,276295.77
madhya-pradesh,2022,2,hoshangabad district,5702721,100531.86
madhya-pradesh,2022,2,vidisha district,5835020,108815.73
madhya-pradesh,2022,2,balaghat district,6274811,121642.07
madhya-pradesh,2022,2,singrauli district,6061648,105927.08
madhya-pradesh,2022,2,betul district,6083125,97388.1
madhya-pradesh,2022,2,sidhi district,3138313,64891.6
madhya-pradesh,2022,2,datia district,1907668,40621.15
madhya-pradesh,2022,2,dewas district,9969749,168160.38
madhya-pradesh,2022,2,sheopur district,1267204,28335.76
madhya-pradesh,2022,2,neemuch district,3622753,69739.63
madhya-pradesh,2022,2,raisen district,6595826,106059.43
madhya-pradesh,2022,2,mandsaur district,5907841,112722.88
madhya-pradesh,2022,2,barwani district,3403189,64701.96
madhya-pradesh,2022,2,katni district,3980447,70862.94
madhya-pradesh,2022,2,dindori district,1331068,25621.53
madhya-pradesh,2022,2,shivpuri district,4705328,93747.75
madhya-pradesh,2022,2,gwalior district,18027874,320935.79
madhya-pradesh,2022,2,anuppur district,2527025,40389.24
madhya-pradesh,2022,2,agar malwa district,2583387,50336.51
madhya-pradesh,2022,2,ashoknagar district,2397073,44300.9
madhya-pradesh,2022,2,sagar district,8012024,144742.15
madhya-pradesh,2022,2,niwari district,831753,15581.93
madhya-pradesh,2022,2,rewa district,8417985,169282.69
madhya-pradesh,2022,2,shajapur district,4545672,82391.46
madhya-pradesh,2022,2,ujjain district,12860422,222700.9
madhya-pradesh,2022,2,bhind district,3840035,82355.62
madhya-pradesh,2022,2,tikamgarh district,2479819,39860.38
madhya-pradesh,2022,2,seoni district,4641445,89904.78
madhya-pradesh,2022,2,harda district,2183160,45457.99
madhya-pradesh,2022,2,burhanpur district,2800782,47550.73
madhya-pradesh,2022,2,damoh district,2386399,49710.1
madhya-pradesh,2022,2,bhopal district,185588829,2559103.96
madhya-pradesh,2022,2,jhabua district,1902514,40116.29
madhya-pradesh,2022,2,dhar district,11567048,188409.0
madhya-pradesh,2022,2,guna district,5462521,100546.1
madhya-pradesh,2022,2,east nimar district,4998662,81334.37
madhya-pradesh,2022,2,chhindwara district,8962440,145963.57
madhya-pradesh,2022,2,umaria district,1751405,29411.28
madhya-pradesh,2022,2,mandla district,2320430,45391.73
madhya-pradesh,2022,2,indore district,94002709,1306349.65
madhya-pradesh,2022,2,shahdol district,4313966,71979.7
madhya-pradesh,2022,2,ratlam district,6580216,125682.96
madhya-pradesh,2022,2,panna district,1940092,41251.37
madhya-pradesh,2022,2,chhatarpur district,4407881,85341.1
madhya-pradesh,2022,3,morena district,5260254,100770.84
madhya-pradesh,2022,3,alirajpur district,767087,14231.11
madhya-pradesh,2022,3,sehore district,8802203,128153.75
madhya-pradesh,2022,3,rajgarh district,7547865,118092.31
madhya-pradesh,2022,3,khargone district,7193518,122566.24
madhya-pradesh,2022,3,satna district,7465749,117727.52
madhya-pradesh,2022,3,narsinghpur district,3985624,65307.05
madhya-pradesh,2022,3,jabalpur district,17564654,262045.2
madhya-pradesh,2022,3,hoshangabad district,5773164,90299.74
madhya-pradesh,2022,3,vidisha district,5548689,85958.33
madhya-pradesh,2022,3,balaghat district,6805252,106624.1
madhya-pradesh,2022,3,singrauli district,6267855,95975.75
madhya-pradesh,2022,3,betul district,5583345,82848.34
madhya-pradesh,2022,3,sidhi district,3032968,53653.7
madhya-pradesh,2022,3,datia district,1934190,35787.26
madhya-pradesh,2022,3,dewas district,10823857,161450.08
madhya-pradesh,2022,3,sheopur district,1331410,26198.93
madhya-pradesh,2022,3,neemuch district,3695990,65419.08
madhya-pradesh,2022,3,raisen district,6941557,94329.79
madhya-pradesh,2022,3,mandsaur district,6193098,105093.06
madhya-pradesh,2022,3,barwani district,3479332,59945.32
madhya-pradesh,2022,3,katni district,3880008,62800.8
madhya-pradesh,2022,3,dindori district,1181160,20161.01
madhya-pradesh,2022,3,shivpuri district,5133457,85799.87
madhya-pradesh,2022,3,gwalior district,19510123,316967.3
madhya-pradesh,2022,3,anuppur district,2537098,35601.76
madhya-pradesh,2022,3,agar malwa district,2657396,42188.53
madhya-pradesh,2022,3,ashoknagar district,2594364,38450.52
madhya-pradesh,2022,3,sagar district,8201733,127304.66
madhya-pradesh,2022,3,niwari district,914896,14005.49
madhya-pradesh,2022,3,rewa district,8837903,145048.57
madhya-pradesh,2022,3,shajapur district,5487202,84628.93
madhya-pradesh,2022,3,ujjain district,14059587,219425.18
madhya-pradesh,2022,3,bhind district,3676981,66562.65
madhya-pradesh,2022,3,tikamgarh district,2630402,36520.21
madhya-pradesh,2022,3,seoni district,4334474,71901.76
madhya-pradesh,2022,3,harda district,2013493,35591.58
madhya-pradesh,2022,3,burhanpur district,2692224,43272.79
madhya-pradesh,2022,3,damoh district,2456188,42516.45
madhya-pradesh,2022,3,bhopal district,156507125,1943239.0
madhya-pradesh,2022,3,jhabua district,2007872,36462.57
madhya-pradesh,2022,3,dhar district,12392412,181959.74
madhya-pradesh,2022,3,guna district,5710607,84175.0
madhya-pradesh,2022,3,east nimar district,4997320,72582.62
madhya-pradesh,2022,3,chhindwara district,169367916,2364291.8
madhya-pradesh,2022,3,umaria district,1635430,24692.43
madhya-pradesh,2022,3,mandla district,2093752,35778.81
madhya-pradesh,2022,3,indore district,140075797,1813424.08
madhya-pradesh,2022,3,shahdol district,4233669,62253.87
madhya-pradesh,2022,3,ratlam district,6776803,116739.96
madhya-pradesh,2022,3,panna district,1937883,34480.42
madhya-pradesh,2022,3,chhatarpur district,4726623,77779.1
madhya-pradesh,2022,4,morena district,6018009,121853.26
madhya-pradesh,2022,4,alirajpur district,961033,17147.45
madhya-pradesh,2022,4,sehore district,9468901,147824.54
madhya-pradesh,2022,4,rajgarh district,8258651,141652.73
madhya-pradesh,2022,4,khargone district,7835996,136761.03
madhya-pradesh,2022,4,satna district,8834193,140471.79
madhya-pradesh,2022,4,narsinghpur district,4307879,74666.32
madhya-pradesh,2022,4,jabalpur district,17383664,266374.56
madhya-pradesh,2022,4,hoshangabad district,6954459,112361.64
madhya-pradesh,2022,4,vidisha district,6070752,98965.32
madhya-pradesh,2022,4,balaghat district,8076760,128092.8
madhya-pradesh,2022,4,singrauli district,7130043,105371.15
madhya-pradesh,2022,4,betul district,7428219,112043.26
madhya-pradesh,2022,4,sidhi district,3677764,62230.57
madhya-pradesh,2022,4,datia district,2235254,43166.05
madhya-pradesh,2022,4,dewas district,11710945,184995.56
madhya-pradesh,2022,4,sheopur district,1791741,34339.27
madhya-pradesh,2022,4,neemuch district,4114307,75350.1
madhya-pradesh,2022,4,raisen district,7434383,108399.3
madhya-pradesh,2022,4,mandsaur district,6753322,121348.68
madhya-pradesh,2022,4,barwani district,3994550,69552.7
madhya-pradesh,2022,4,katni district,4530405,73356.19
madhya-pradesh,2022,4,dindori district,1464948,24394.27
madhya-pradesh,2022,4,shivpuri district,5548238,102033.35
madhya-pradesh,2022,4,gwalior district,21340912,351028.32
madhya-pradesh,2022,4,anuppur district,2827704,39042.4
madhya-pradesh,2022,4,agar malwa district,3109971,53680.25
madhya-pradesh,2022,4,ashoknagar district,2556356,43637.76
madhya-pradesh,2022,4,sagar district,8824474,142302.78
madhya-pradesh,2022,4,niwari district,1048567,16592.23
madhya-pradesh,2022,4,rewa district,9898698,168131.11
madhya-pradesh,2022,4,shajapur district,5422596,91845.61
madhya-pradesh,2022,4,ujjain district,16707523,271132.47
madhya-pradesh,2022,4,bhind district,4262493,81669.11
madhya-pradesh,2022,4,tikamgarh district,3096926,44871.37
madhya-pradesh,2022,4,seoni district,5464198,92884.23
madhya-pradesh,2022,4,harda district,2367397,43819.2
madhya-pradesh,2022,4,burhanpur district,3094726,49162.26
madhya-pradesh,2022,4,damoh district,4223870,67764.21
madhya-pradesh,2022,4,bhopal district,190199488,2436538.87
madhya-pradesh,2022,4,jhabua district,2469392,44050.99
madhya-pradesh,2022,4,dhar district,13287245,202064.57
madhya-pradesh,2022,4,guna district,6163569,98029.64
madhya-pradesh,2022,4,east nimar district,5770316,85924.16
madhya-pradesh,2022,4,chhindwara district,245710341,3506380.63
madhya-pradesh,2022,4,umaria district,1954168,28427.82
madhya-pradesh,2022,4,mandla district,2538024,43419.52
madhya-pradesh,2022,4,indore district,158576063,2108816.32
madhya-pradesh,2022,4,shahdol district,10700938,147809.57
madhya-pradesh,2022,4,ratlam district,7498598,137463.33
madhya-pradesh,2022,4,panna district,2209465,39036.29
madhya-pradesh,2022,4,chhatarpur district,5519834,91721.66
madhya-pradesh,2023,1,morena district,10686191,207632.11
madhya-pradesh,2023,1,alirajpur district,1699280,30142.71
madhya-pradesh,2023,1,sehore district,16316080,234369.2
madhya-pradesh,2023,1,rajgarh district,14241438,228167.66
madhya-pradesh,2023,1,khargone district,14134805,231073.87
madhya-pradesh,2023,1,satna district,14659261,232488.12
madhya-pradesh,2023,1,narsinghpur district,7632517,127603.55
madhya-pradesh,2023,1,jabalpur district,25123516,376638.72
madhya-pradesh,2023,1,hoshangabad district,10868522,167015.3
madhya-pradesh,2023,1,vidisha district,10358005,156955.14
madhya-pradesh,2023,1,balaghat district,11797166,195739.53
madhya-pradesh,2023,1,singrauli district,12426060,178650.94
madhya-pradesh,2023,1,betul district,11215522,165201.49
madhya-pradesh,2023,1,sidhi district,6435775,106995.63
madhya-pradesh,2023,1,datia district,4011463,73364.33
madhya-pradesh,2023,1,dewas district,19792878,292876.5
madhya-pradesh,2023,1,sheopur district,2868709,52710.6
madhya-pradesh,2023,1,neemuch district,7470963,126866.16
madhya-pradesh,2023,1,raisen district,12596483,172340.41
madhya-pradesh,2023,1,mandsaur district,12214565,204292.09
madhya-pradesh,2023,1,barwani district,7241976,116652.94
madhya-pradesh,2023,1,katni district,7974722,126974.67
madhya-pradesh,2023,1,dindori district,2626882,41988.21
madhya-pradesh,2023,1,shivpuri district,9999695,162471.49
madhya-pradesh,2023,1,gwalior district,32530192,529827.2
madhya-pradesh,2023,1,anuppur district,4978578,68983.18
madhya-pradesh,2023,1,agar malwa district,5652257,88901.97
madhya-pradesh,2023,1,ashoknagar district,4636570,70567.92
madhya-pradesh,2023,1,sagar district,15749995,234477.13
madhya-pradesh,2023,1,niwari district,1908052,28381.29
madhya-pradesh,2023,1,rewa district,16354341,279526.87
madhya-pradesh,2023,1,shajapur district,9144868,140103.1
madhya-pradesh,2023,1,ujjain district,26942883,408174.24
madhya-pradesh,2023,1,bhind district,7701586,141679.57
madhya-pradesh,2023,1,tikamgarh district,5112355,66557.9
madhya-pradesh,2023,1,seoni district,9165024,152776.05
madhya-pradesh,2023,1,harda district,4221781,68651.53
madhya-pradesh,2023,1,burhanpur district,5500116,80338.06
madhya-pradesh,2023,1,damoh district,5189467,86476.53
madhya-pradesh,2023,1,bhopal district,90233129,1007430.32
madhya-pradesh,2023,1,jhabua district,4267462,73619.53
madhya-pradesh,2023,1,dhar district,23103625,333829.54
madhya-pradesh,2023,1,guna district,10921889,156682.3
madhya-pradesh,2023,1,east nimar district,10196585,140434.71
madhya-pradesh,2023,1,chhindwara district,17392755,249587.83
madhya-pradesh,2023,1,umaria district,3458056,49640.9
madhya-pradesh,2023,1,mandla district,4528309,74875.96
madhya-pradesh,2023,1,indore district,125871728,1517147.73
madhya-pradesh,2023,1,shahdol district,8460666,122438.0
madhya-pradesh,2023,1,ratlam district,13368185,225897.19
madhya-pradesh,2023,1,panna district,3996487,68111.34
madhya-pradesh,2023,1,chhatarpur district,9587555,145936.72
madhya-pradesh,2023,2,morena district,12746595,230905.35
madhya-pradesh,2023,2,alirajpur district,2044217,34103.66
madhya-pradesh,2023,2,sehore district,18815311,281284.04
madhya-pradesh,2023,2,rajgarh district,16220050,262589.65
madhya-pradesh,2023,2,khargone district,16316176,255905.76
madhya-pradesh,2023,2,satna district,17480872,260927.32
madhya-pradesh,2023,2,narsinghpur district,8759675,139124.52
madhya-pradesh,2023,2,jabalpur district,28848316,416686.34
madhya-pradesh,2023,2,hoshangabad district,12933700,203278.0
madhya-pradesh,2023,2,vidisha district,12032535,202676.62
madhya-pradesh,2023,2,balaghat district,13529037,202025.41
madhya-pradesh,2023,2,singrauli district,14469817,198481.55
madhya-pradesh,2023,2,betul district,13026175,184718.82
madhya-pradesh,2023,2,sidhi district,8014311,127720.52
madhya-pradesh,2023,2,datia district,4835555,86945.97
madhya-pradesh,2023,2,dewas district,22398163,333093.54
madhya-pradesh,2023,2,sheopur district,3376585,60969.23
madhya-pradesh,2023,2,neemuch district,8882314,145530.32
madhya-pradesh,2023,2,raisen district,14772187,211208.17
madhya-pradesh,2023,2,mandsaur district,14328054,232633.41
madhya-pradesh,2023,2,barwani district,8733872,128653.87
madhya-pradesh,2023,2,katni district,9309198,138416.97
madhya-pradesh,2023,2,dindori district,3150072,44761.25
madhya-pradesh,2023,2,shivpuri district,11945643,188040.02
madhya-pradesh,2023,2,gwalior district,37274900,575289.83
madhya-pradesh,2023,2,anuppur district,5812115,72741.77
madhya-pradesh,2023,2,agar malwa district,6556962,102116.6
madhya-pradesh,2023,2,ashoknagar district,5389942,85312.44
madhya-pradesh,2023,2,sagar district,18388702,281985.49
madhya-pradesh,2023,2,niwari district,2213184,31949.91
madhya-pradesh,2023,2,rewa district,20065798,321862.09
madhya-pradesh,2023,2,shajapur district,10590494,166747.03
madhya-pradesh,2023,2,ujjain district,30837675,466090.17
madhya-pradesh,2023,2,bhind district,9363112,167000.24
madhya-pradesh,2023,2,tikamgarh district,5829261,76300.69
madhya-pradesh,2023,2,seoni district,10810911,170065.72
madhya-pradesh,2023,2,harda district,4972958,88314.98
madhya-pradesh,2023,2,burhanpur district,6429644,92948.31
madhya-pradesh,2023,2,damoh district,6240346,100764.29
madhya-pradesh,2023,2,bhopal district,101329806,1120808.31
madhya-pradesh,2023,2,jhabua district,4953992,81006.02
madhya-pradesh,2023,2,dhar district,26679875,369962.5
madhya-pradesh,2023,2,guna district,12090512,182480.26
madhya-pradesh,2023,2,east nimar district,11954422,161281.37
madhya-pradesh,2023,2,chhindwara district,20020454,283246.66
madhya-pradesh,2023,2,umaria district,4062198,53261.55
madhya-pradesh,2023,2,mandla district,5342369,80754.65
madhya-pradesh,2023,2,indore district,142167846,1677834.71
madhya-pradesh,2023,2,shahdol district,9769820,131057.56
madhya-pradesh,2023,2,ratlam district,15441252,255810.72
madhya-pradesh,2023,2,panna district,4978175,81586.04
madhya-pradesh,2023,2,chhatarpur district,11501905,175149.26
madhya-pradesh,2023,3,morena district,15045739,237526.54
madhya-pradesh,2023,3,alirajpur district,2378631,34574.94
madhya-pradesh,2023,3,sehore district,21413578,279398.22
madhya-pradesh,2023,3,rajgarh district,19435770,263891.48
madhya-pradesh,2023,3,khargone district,18703752,267141.34
madhya-pradesh,2023,3,satna district,19181252,251963.97
madhya-pradesh,2023,3,narsinghpur district,10048734,137425.2
madhya-pradesh,2023,3,jabalpur district,32794066,430593.67
madhya-pradesh,2023,3,hoshangabad district,14580774,209430.91
madhya-pradesh,2023,3,vidisha district,13909121,187136.56
madhya-pradesh,2023,3,balaghat district,14584833,197795.22
madhya-pradesh,2023,3,singrauli district,16790072,208353.46
madhya-pradesh,2023,3,betul district,14123145,182808.39
madhya-pradesh,2023,3,sidhi district,8541198,117514.43
madhya-pradesh,2023,3,datia district,5775501,87833.83
madhya-pradesh,2023,3,dewas district,25756644,343083.04
madhya-pradesh,2023,3,sheopur district,4215775,63151.59
madhya-pradesh,2023,3,neemuch district,10789478,157869.2
madhya-pradesh,2023,3,raisen district,16792594,205054.04
madhya-pradesh,2023,3,mandsaur district,17359264,246470.47
madhya-pradesh,2023,3,barwani district,10048932,136560.92
madhya-pradesh,2023,3,katni district,10300863,139023.64
madhya-pradesh,2023,3,dindori district,3440013,44792.57
madhya-pradesh,2023,3,shivpuri district,15011372,196039.4
madhya-pradesh,2023,3,gwalior district,44104224,616469.14
madhya-pradesh,2023,3,anuppur district,6591849,74637.11
madhya-pradesh,2023,3,agar malwa district,7819022,101945.06
madhya-pradesh,2023,3,ashoknagar district,6777213,85657.15
madhya-pradesh,2023,3,sagar district,21118041,275594.72
madhya-pradesh,2023,3,niwari district,2666220,33917.99
madhya-pradesh,2023,3,rewa district,21568187,296602.92
madhya-pradesh,2023,3,shajapur district,12310883,168052.31
madhya-pradesh,2023,3,ujjain district,37433542,496547.05
madhya-pradesh,2023,3,bhind district,10340818,155194.92
madhya-pradesh,2023,3,tikamgarh district,6972511,78222.36
madhya-pradesh,2023,3,seoni district,12088394,159682.93
madhya-pradesh,2023,3,harda district,5635974,84732.64
madhya-pradesh,2023,3,burhanpur district,7411264,100937.21
madhya-pradesh,2023,3,damoh district,7428730,100945.06
madhya-pradesh,2023,3,bhopal district,115364148,1188788.87
madhya-pradesh,2023,3,jhabua district,6153768,89653.58
madhya-pradesh,2023,3,dhar district,31420934,394387.06
madhya-pradesh,2023,3,guna district,15049916,187102.99
madhya-pradesh,2023,3,east nimar district,13629017,165326.51
madhya-pradesh,2023,3,chhindwara district,22572958,285770.97
madhya-pradesh,2023,3,umaria district,4425150,53308.87
madhya-pradesh,2023,3,mandla district,6018195,81227.57
madhya-pradesh,2023,3,indore district,164378809,1818065.91
madhya-pradesh,2023,3,shahdol district,11035025,134711.28
madhya-pradesh,2023,3,ratlam district,18608500,273089.19
madhya-pradesh,2023,3,panna district,5433608,74978.67
madhya-pradesh,2023,3,chhatarpur district,13434592,177236.93
madhya-pradesh,2023,4,morena district,17726814,295427.21
madhya-pradesh,2023,4,alirajpur district,3010126,41261.4
madhya-pradesh,2023,4,sehore district,24223065,320319.06
madhya-pradesh,2023,4,rajgarh district,21436480,309575.22
madhya-pradesh,2023,4,khargone district,20739737,302723.44
madhya-pradesh,2023,4,satna district,23035569,300207.91
madhya-pradesh,2023,4,narsinghpur district,11606294,159095.42
madhya-pradesh,2023,4,jabalpur district,37295490,495863.55
madhya-pradesh,2023,4,hoshangabad district,17020207,227680.45
madhya-pradesh,2023,4,vidisha district,15650292,218994.31
madhya-pradesh,2023,4,balaghat district,17227232,233403.87
madhya-pradesh,2023,4,singrauli district,19529664,236574.63
madhya-pradesh,2023,4,betul district,15895370,214175.51
madhya-pradesh,2023,4,sidhi district,10230961,136384.2
madhya-pradesh,2023,4,datia district,6544158,104547.3
madhya-pradesh,2023,4,dewas district,29474893,398788.05
madhya-pradesh,2023,4,sheopur district,4805266,74751.08
madhya-pradesh,2023,4,neemuch district,11901090,174311.56
madhya-pradesh,2023,4,raisen district,19283272,229042.37
madhya-pradesh,2023,4,mandsaur district,19525500,285990.28
madhya-pradesh,2023,4,barwani district,11539924,156464.99
madhya-pradesh,2023,4,katni district,12048285,162916.63
madhya-pradesh,2023,4,dindori district,4061299,52047.38
madhya-pradesh,2023,4,shivpuri district,16674907,245222.14
madhya-pradesh,2023,4,gwalior district,48475464,701084.99
madhya-pradesh,2023,4,anuppur district,7617013,86601.0
madhya-pradesh,2023,4,agar malwa district,8789553,123492.45
madhya-pradesh,2023,4,ashoknagar district,7325149,101724.34
madhya-pradesh,2023,4,sagar district,23532767,317870.17
madhya-pradesh,2023,4,niwari district,2999480,39845.23
madhya-pradesh,2023,4,rewa district,25290262,349476.71
madhya-pradesh,2023,4,shajapur district,13811482,196891.79
madhya-pradesh,2023,4,ujjain district,41093050,568220.73
madhya-pradesh,2023,4,bhind district,12226126,193486.71
madhya-pradesh,2023,4,tikamgarh district,7901079,92431.95
madhya-pradesh,2023,4,seoni district,13729582,191507.57
madhya-pradesh,2023,4,harda district,6399668,92665.22
madhya-pradesh,2023,4,burhanpur district,8532394,115872.49
madhya-pradesh,2023,4,damoh district,8243743,116162.63
madhya-pradesh,2023,4,bhopal district,127657803,1329256.21
madhya-pradesh,2023,4,jhabua district,7262757,105121.13
madhya-pradesh,2023,4,dhar district,36012965,454546.36
madhya-pradesh,2023,4,guna district,16189111,217849.45
madhya-pradesh,2023,4,east nimar district,15345903,192938.59
madhya-pradesh,2023,4,chhindwara district,24998840,330829.13
madhya-pradesh,2023,4,umaria district,5178729,62159.07
madhya-pradesh,2023,4,mandla district,7070684,97255.45
madhya-pradesh,2023,4,indore district,180579604,2042764.78
madhya-pradesh,2023,4,shahdol district,12726252,153636.34
madhya-pradesh,2023,4,ratlam district,20981722,320449.69
madhya-pradesh,2023,4,panna district,6484673,87700.55
madhya-pradesh,2023,4,chhatarpur district,15352863,207420.13
madhya-pradesh,2024,1,morena district,21342706,345764.22
madhya-pradesh,2024,1,alirajpur district,3737786,52375.21
madhya-pradesh,2024,1,sehore district,28913787,361329.13
madhya-pradesh,2024,1,rajgarh district,26320423,356097.3
madhya-pradesh,2024,1,khargone district,24912734,356004.04
madhya-pradesh,2024,1,satna district,27152350,361277.66
madhya-pradesh,2024,1,narsinghpur district,14159412,196414.51
madhya-pradesh,2024,1,jabalpur district,42057671,555101.92
madhya-pradesh,2024,1,hoshangabad district,20554675,266390.2
madhya-pradesh,2024,1,vidisha district,18793791,245510.5
madhya-pradesh,2024,1,balaghat district,20049459,282065.58
madhya-pradesh,2024,1,singrauli district,22485096,277919.56
madhya-pradesh,2024,1,betul district,18598029,243819.75
madhya-pradesh,2024,1,sidhi district,12221407,168395.29
madhya-pradesh,2024,1,datia district,8033932,122658.57
madhya-pradesh,2024,1,dewas district,34366788,440196.61
madhya-pradesh,2024,1,sheopur district,5870026,84012.87
madhya-pradesh,2024,1,neemuch district,14565762,206278.4
madhya-pradesh,2024,1,raisen district,23110360,272558.26
madhya-pradesh,2024,1,mandsaur district,24205089,341258.71
madhya-pradesh,2024,1,barwani district,13806387,186316.53
madhya-pradesh,2024,1,katni district,14164210,193417.99
madhya-pradesh,2024,1,dindori district,4580438,59698.25
madhya-pradesh,2024,1,shivpuri district,20101662,264715.68
madhya-pradesh,2024,1,gwalior district,54686084,786844.89
madhya-pradesh,2024,1,anuppur district,8853567,103811.87
madhya-pradesh,2024,1,agar malwa district,10971537,143554.77
madhya-pradesh,2024,1,ashoknagar district,8979678,111884.2
madhya-pradesh,2024,1,sagar district,27826076,357161.45
madhya-pradesh,2024,1,niwari district,3764664,47165.65
madhya-pradesh,2024,1,rewa district,28713525,411024.0
madhya-pradesh,2024,1,shajapur district,16942662,225656.91
madhya-pradesh,2024,1,ujjain district,48799444,642035.04
madhya-pradesh,2024,1,bhind district,14269631,220205.21
madhya-pradesh,2024,1,tikamgarh district,10098289,107056.84
madhya-pradesh,2024,1,seoni district,16007917,223103.96
madhya-pradesh,2024,1,harda district,7747742,104899.95
madhya-pradesh,2024,1,burhanpur district,9811704,130140.9
madhya-pradesh,2024,1,damoh district,9840361,132766.04
madhya-pradesh,2024,1,bhopal district,140210959,1437775.19
madhya-pradesh,2024,1,jhabua district,8980412,128262.32
madhya-pradesh,2024,1,dhar district,43754444,532157.39
madhya-pradesh,2024,1,guna district,19571013,240204.76
madhya-pradesh,2024,1,east nimar district,18433165,219116.17
madhya-pradesh,2024,1,chhindwara district,29154503,380897.59
madhya-pradesh,2024,1,umaria district,5977505,76158.72
madhya-pradesh,2024,1,mandla district,8311478,114350.91
madhya-pradesh,2024,1,indore district,204031251,2250744.0
