State,Year,Quarter,District,Count,Amount
uttar-pradesh,2018,3,maharajganj district,251326,3934.93
uttar-pradesh,2018,3,etawah district,132527,1878.85
uttar-pradesh,2018,3,etah district,66044,1266.88
uttar-pradesh,2018,3,banda district,100068,1247.87
uttar-pradesh,2018,3,bijnor district,204728,3693.46
uttar-pradesh,2018,3,hardoi district,142922,1957.84
uttar-pradesh,2018,3,balrampur district,66029,1343.78
uttar-pradesh,2018,3,amroha district,100455,1839.4
uttar-pradesh,2018,3,pilibhit district,127083,1414.67
uttar-pradesh,2018,3,mainpuri district,132863,1637.33
uttar-pradesh,2018,3,kanpur dehat district,80659,1283.28
uttar-pradesh,2018,3,jaunpur district,381719,6183.03
uttar-pradesh,2018,3,kaushambi district,51040,724.08
uttar-pradesh,2018,3,hapur district,135845,2567.54
uttar-pradesh,2018,3,hamirpur district,95140,1059.96
uttar-pradesh,2018,3,meerut district,439181,9145.92
uttar-pradesh,2018,3,mathura district,254457,4971.89
uttar-pradesh,2018,3,chitrakoot district,43872,660.71
uttar-pradesh,2018,3,lalitpur district,84832,1178.3
uttar-pradesh,2018,3,mau district,174181,2245.55
uttar-pradesh,2018,3,mirzapur district,193581,2358.92
uttar-pradesh,2018,3,bulandshahr district,219961,3847.1
uttar-pradesh,2018,3,gonda district,180955,3591.88
uttar-pradesh,2018,3,jhansi district,305260,5321.07
uttar-pradesh,2018,3,chandauli district,286920,2967.36
uttar-pradesh,2018,3,bhadohi district,144640,1937.54
uttar-pradesh,2018,3,pratapgarh district,192406,2566.08
uttar-pradesh,2018,3,saharanpur district,291298,4757.52
uttar-pradesh,2018,3,bara banki district,165404,2212.89
uttar-pradesh,2018,3,bareilly district,530401,7018.13
uttar-pradesh,2018,3,sitapur district,1244942,6571.17
uttar-pradesh,2018,3,sultanpur district,178628,2647.2
uttar-pradesh,2018,3,agra district,491708,9340.02
uttar-pradesh,2018,3,fatehpur district,121093,1584.97
uttar-pradesh,2018,3,rae bareli district,161980,2193.32
uttar-pradesh,2018,3,firozabad district,123057,2226.44
uttar-pradesh,2018,3,kheri district,588144,4071.15
uttar-pradesh,2018,3,gorakhpur district,589891,10602.39
uttar-pradesh,2018,3,unnao district,135326,1795.8
uttar-pradesh,2018,3,prayagraj district,1091032,15902.88
uttar-pradesh,2018,3,sonbhadra district,233627,3907.86
uttar-pradesh,2018,3,ghazipur district,300379,4797.79
uttar-pradesh,2018,3,farrukhabad district,103556,1513.2
uttar-pradesh,2018,3,kannauj district,186578,1778.1
uttar-pradesh,2018,3,azamgarh district,307862,5101.12
uttar-pradesh,2018,3,ayodhya district,241948,3284.35
uttar-pradesh,2018,3,deoria district,309790,4959.1
uttar-pradesh,2018,3,ghaziabad district,1537030,26135.41
uttar-pradesh,2018,4,amethi district,217755,3202.17
uttar-pradesh,2018,4,siddharthnagar district,224522,5541.1
uttar-pradesh,2018,4,auraiya district,172120,2386.41
uttar-pradesh,2018,4,sambhal district,125436,2211.53
uttar-pradesh,2018,4,kanpur nagar district,1254123,20450.67
uttar-pradesh,2018,4,aligarh district,447620,7976.46
uttar-pradesh,2018,4,mahoba district,71696,1205.49
uttar-pradesh,2018,4,lucknow district,2611582,46786.14
uttar-pradesh,2018,4,sant kabeer nagar district,161784,3413.96
uttar-pradesh,2018,4,hathras district,119900,2151.39
uttar-pradesh,2018,4,budaun district,158573,2237.48
uttar-pradesh,2018,4,moradabad district,347253,7212.42
uttar-pradesh,2018,4,kushinagar district,643682,10379.36
uttar-pradesh,2018,4,baghpat district,165081,3488.58
uttar-pradesh,2018,4,shahjahanpur district,219554,3055.88
uttar-pradesh,2018,4,muzaffarnagar district,312409,5976.49
uttar-pradesh,2018,4,ambedkar nagar district,288963,3751.0
uttar-pradesh,2018,4,bahraich district,191449,3125.72
uttar-pradesh,2018,4,jalaun district,199122,2605.12
uttar-pradesh,2018,4,rampur district,230817,2944.51
uttar-pradesh,2018,4,ballia district,419084,7727.49
uttar-pradesh,2018,4,shravasti district,54867,854.94
uttar-pradesh,2018,4,kasganj district,87216,1332.62
uttar-pradesh,2018,4,varanasi district,1806800,20825.72
uttar-pradesh,2018,4,gautam buddha nagar district,6083056,74835.33
uttar-pradesh,2018,4,basti district,312025,5577.71
uttar-pradesh,2018,4,shamli district,116324,2496.53
uttar-pradesh,2018,4,maharajganj district,374480,5646.85
uttar-pradesh,2018,4,etawah district,174001,3014.11
uttar-pradesh,2018,4,etah district,102642,1971.61
uttar-pradesh,2018,4,banda district,123768,1582.77
uttar-pradesh,2018,4,bijnor district,314498,5601.49
uttar-pradesh,2018,4,hardoi district,203874,3006.42
uttar-pradesh,2018,4,balrampur district,102204,2405.28
uttar-pradesh,2018,4,amroha district,170297,2968.74
uttar-pradesh,2018,4,pilibhit district,281104,2239.32
uttar-pradesh,2018,4,mainpuri district,158673,2341.52
uttar-pradesh,2018,4,kanpur dehat district,125159,2150.93
uttar-pradesh,2018,4,jaunpur district,578939,9906.11
uttar-pradesh,2018,4,kaushambi district,74106,1178.26
uttar-pradesh,2018,4,hapur district,241731,4278.97
uttar-pradesh,2018,4,hamirpur district,118516,1501.59
uttar-pradesh,2018,4,meerut district,700099,14769.06
uttar-pradesh,2018,4,mathura district,396421,7867.02
uttar-pradesh,2018,4,chitrakoot district,65737,1057.42
uttar-pradesh,2018,4,lalitpur district,233847,1862.83
uttar-pradesh,2018,4,mau district,274518,3906.25
uttar-pradesh,2018,4,mirzapur district,292253,3859.22
uttar-pradesh,2018,4,bulandshahr district,342458,6567.94
uttar-pradesh,2018,4,gonda district,274306,5712.62
uttar-pradesh,2018,4,jhansi district,470280,8229.84
uttar-pradesh,2018,4,chandauli district,283080,3916.6
uttar-pradesh,2018,4,bhadohi district,194370,2907.05
uttar-pradesh,2018,4,pratapgarh district,273497,4347.63
uttar-pradesh,2018,4,saharanpur district,473870,7637.25
uttar-pradesh,2018,4,bara banki district,257423,3500.83
uttar-pradesh,2018,4,bareilly district,797506,10114.06
uttar-pradesh,2018,4,sitapur district,427785,3670.46
uttar-pradesh,2018,4,sultanpur district,292592,4230.81
uttar-pradesh,2018,4,agra district,705927,14010.84
uttar-pradesh,2018,4,fatehpur district,166912,2511.77
uttar-pradesh,2018,4,rae bareli district,234605,3603.18
uttar-pradesh,2018,4,firozabad district,192346,3539.62
uttar-pradesh,2018,4,kheri district,470761,4423.91
uttar-pradesh,2018,4,gorakhpur district,879250,16828.99
uttar-pradesh,2018,4,unnao district,209580,2982.83
uttar-pradesh,2018,4,prayagraj district,1603709,23738.87
uttar-pradesh,2018,4,sonbhadra district,333564,5732.8
uttar-pradesh,2018,4,ghazipur district,482849,8226.21
uttar-pradesh,2018,4,farrukhabad district,172603,2515.43
uttar-pradesh,2018,4,kannauj district,178947,2237.23
uttar-pradesh,2018,4,azamgarh district,490180,8374.18
uttar-pradesh,2018,4,ayodhya district,385089,5314.45
uttar-pradesh,2018,4,deoria district,465824,8046.26
uttar-pradesh,2018,4,ghaziabad district,2891774,41177.78
uttar-pradesh,2019,1,amethi district,326845,4215.48
uttar-pradesh,2019,1,siddharthnagar district,302351,6710.54
uttar-pradesh,2019,1,auraiya district,207711,2948.7
uttar-pradesh,2019,1,sambhal district,167634,3068.9
uttar-pradesh,2019,1,kanpur nagar district,2045370,28820.42
uttar-pradesh,2019,1,aligarh district,616388,10340.79
uttar-pradesh,2019,1,mahoba district,104306,1439.34
uttar-pradesh,2019,1,lucknow district,6724967,100078.91
uttar-pradesh,2019,1,sant kabeer nagar district,239347,4627.26
uttar-pradesh,2019,1,hathras district,174304,2738.22
uttar-pradesh,2019,1,budaun district,231747,3136.29
uttar-pradesh,2019,1,moradabad district,454392,9058.56
uttar-pradesh,2019,1,kushinagar district,1000902,14733.9
uttar-pradesh,2019,1,baghpat district,249381,4540.44
uttar-pradesh,2019,1,shahjahanpur district,337264,4066.96
uttar-pradesh,2019,1,muzaffarnagar district,431271,7865.88
uttar-pradesh,2019,1,ambedkar nagar district,465210,5158.8
uttar-pradesh,2019,1,bahraich district,248172,4070.89
uttar-pradesh,2019,1,jalaun district,252004,3306.09
uttar-pradesh,2019,1,rampur district,321906,4017.76
uttar-pradesh,2019,1,ballia district,659104,9732.28
uttar-pradesh,2019,1,shravasti district,70553,1000.68
uttar-pradesh,2019,1,kasganj district,123238,1678.43
uttar-pradesh,2019,1,varanasi district,2290282,26810.5
uttar-pradesh,2019,1,gautam buddha nagar district,10750094,102864.35
uttar-pradesh,2019,1,basti district,419396,7724.44
uttar-pradesh,2019,1,shamli district,160929,3315.85
uttar-pradesh,2019,1,maharajganj district,465056,7354.22
uttar-pradesh,2019,1,etawah district,259857,3583.58
uttar-pradesh,2019,1,etah district,141351,2415.06
uttar-pradesh,2019,1,banda district,203200,2328.39
uttar-pradesh,2019,1,bijnor district,445813,7196.64
uttar-pradesh,2019,1,hardoi district,290787,3908.84
uttar-pradesh,2019,1,balrampur district,131087,3019.14
uttar-pradesh,2019,1,amroha district,236538,4168.22
uttar-pradesh,2019,1,pilibhit district,351018,3082.17
uttar-pradesh,2019,1,mainpuri district,195238,2814.51
uttar-pradesh,2019,1,kanpur dehat district,179306,2717.0
uttar-pradesh,2019,1,jaunpur district,840405,11847.12
uttar-pradesh,2019,1,kaushambi district,110359,1633.55
uttar-pradesh,2019,1,hapur district,398797,5873.55
uttar-pradesh,2019,1,hamirpur district,155579,1816.81
uttar-pradesh,2019,1,meerut district,1120213,18636.36
uttar-pradesh,2019,1,mathura district,594162,10142.8
uttar-pradesh,2019,1,chitrakoot district,97299,1433.73
uttar-pradesh,2019,1,lalitpur district,253422,2530.74
uttar-pradesh,2019,1,mau district,353323,4656.19
uttar-pradesh,2019,1,mirzapur district,420967,5144.07
uttar-pradesh,2019,1,bulandshahr district,543452,8951.19
uttar-pradesh,2019,1,gonda district,351503,7278.49
uttar-pradesh,2019,1,jhansi district,714029,10676.02
uttar-pradesh,2019,1,chandauli district,415199,4995.57
uttar-pradesh,2019,1,bhadohi district,320769,3724.0
uttar-pradesh,2019,1,pratapgarh district,397166,5726.96
uttar-pradesh,2019,1,saharanpur district,656076,10007.34
uttar-pradesh,2019,1,bara banki district,364428,4506.78
uttar-pradesh,2019,1,bareilly district,1150731,13254.93
uttar-pradesh,2019,1,sitapur district,473527,4579.65
uttar-pradesh,2019,1,sultanpur district,499375,6106.07
uttar-pradesh,2019,1,agra district,1055850,17985.77
uttar-pradesh,2019,1,fatehpur district,226784,3164.52
uttar-pradesh,2019,1,rae bareli district,312361,4434.1
uttar-pradesh,2019,1,firozabad district,265828,4610.3
uttar-pradesh,2019,1,kheri district,615443,5484.16
uttar-pradesh,2019,1,gorakhpur district,1266510,21490.19
uttar-pradesh,2019,1,unnao district,266970,3777.61
uttar-pradesh,2019,1,prayagraj district,2524007,33280.74
uttar-pradesh,2019,1,sonbhadra district,512752,7243.26
uttar-pradesh,2019,1,ghazipur district,739327,9579.58
uttar-pradesh,2019,1,farrukhabad district,197121,2989.82
uttar-pradesh,2019,1,kannauj district,203044,2636.48
uttar-pradesh,2019,1,azamgarh district,695137,10266.86
uttar-pradesh,2019,1,ayodhya district,580371,7338.19
uttar-pradesh,2019,1,deoria district,753335,10462.11
uttar-pradesh,2019,1,ghaziabad district,4604564,56317.71
uttar-pradesh,2019,2,amethi district,266904,4515.54
uttar-pradesh,2019,2,siddharthnagar district,310255,8949.65
uttar-pradesh,2019,2,auraiya district,187035,3551.03
uttar-pradesh,2019,2,sambhal district,140505,3326.85
uttar-pradesh,2019,2,kanpur nagar district,2572884,44217.5
uttar-pradesh,2019,2,aligarh district,636744,12068.39
uttar-pradesh,2019,2,mahoba district,88311,1767.42
uttar-pradesh,2019,2,lucknow district,12624404,224264.63
uttar-pradesh,2019,2,sant kabeer nagar district,235516,5923.4
uttar-pradesh,2019,2,hathras district,165078,3158.38
uttar-pradesh,2019,2,budaun district,192308,3520.39
uttar-pradesh,2019,2,moradabad district,408045,9570.27
uttar-pradesh,2019,2,kushinagar district,791535,16824.57
uttar-pradesh,2019,2,baghpat district,230331,5006.46
uttar-pradesh,2019,2,shahjahanpur district,263493,4450.41
uttar-pradesh,2019,2,muzaffarnagar district,376962,8262.61
uttar-pradesh,2019,2,ambedkar nagar district,368546,5815.91
uttar-pradesh,2019,2,bahraich district,219659,4799.09
uttar-pradesh,2019,2,jalaun district,211738,4024.95
uttar-pradesh,2019,2,rampur district,228551,4229.6
uttar-pradesh,2019,2,ballia district,547294,10357.19
uttar-pradesh,2019,2,shravasti district,59054,1136.85
uttar-pradesh,2019,2,kasganj district,111076,1934.72
uttar-pradesh,2019,2,varanasi district,2098693,33823.81
uttar-pradesh,2019,2,gautam buddha nagar district,9667218,107168.1
uttar-pradesh,2019,2,basti district,389946,9275.74
uttar-pradesh,2019,2,shamli district,155157,3641.31
uttar-pradesh,2019,2,maharajganj district,478890,8763.4
uttar-pradesh,2019,2,etawah district,215576,4030.35
uttar-pradesh,2019,2,etah district,138846,2801.5
uttar-pradesh,2019,2,banda district,157420,2543.76
uttar-pradesh,2019,2,bijnor district,379866,7844.44
uttar-pradesh,2019,2,hardoi district,259447,4117.47
uttar-pradesh,2019,2,balrampur district,146778,4399.36
uttar-pradesh,2019,2,amroha district,206435,4557.44
uttar-pradesh,2019,2,pilibhit district,236078,3101.09
uttar-pradesh,2019,2,mainpuri district,197750,3234.56
uttar-pradesh,2019,2,kanpur dehat district,165783,3197.49
uttar-pradesh,2019,2,jaunpur district,786691,15479.48
uttar-pradesh,2019,2,kaushambi district,97533,1817.11
uttar-pradesh,2019,2,hapur district,330314,5965.35
uttar-pradesh,2019,2,hamirpur district,130925,2395.92
uttar-pradesh,2019,2,meerut district,1123899,22121.66
uttar-pradesh,2019,2,mathura district,610141,12130.08
uttar-pradesh,2019,2,chitrakoot district,83083,1599.73
uttar-pradesh,2019,2,lalitpur district,185877,2994.32
uttar-pradesh,2019,2,mau district,308586,5418.74
uttar-pradesh,2019,2,mirzapur district,338746,5950.95
uttar-pradesh,2019,2,bulandshahr district,498918,10177.39
uttar-pradesh,2019,2,gonda district,335254,9229.43
uttar-pradesh,2019,2,jhansi district,628279,12343.86
uttar-pradesh,2019,2,chandauli district,331329,5384.98
uttar-pradesh,2019,2,bhadohi district,250504,4116.86
uttar-pradesh,2019,2,pratapgarh district,362782,6731.78
uttar-pradesh,2019,2,saharanpur district,609666,11975.48
uttar-pradesh,2019,2,bara banki district,318729,5022.26
uttar-pradesh,2019,2,bareilly district,893059,14443.73
uttar-pradesh,2019,2,sitapur district,363567,5130.6
uttar-pradesh,2019,2,sultanpur district,381974,6681.13
uttar-pradesh,2019,2,agra district,1094456,20484.17
uttar-pradesh,2019,2,fatehpur district,188877,3567.62
uttar-pradesh,2019,2,rae bareli district,273258,4766.04
uttar-pradesh,2019,2,firozabad district,279459,5302.31
uttar-pradesh,2019,2,kheri district,416412,5691.51
uttar-pradesh,2019,2,gorakhpur district,1168931,25164.47
uttar-pradesh,2019,2,unnao district,260465,4360.25
uttar-pradesh,2019,2,prayagraj district,2300600,36109.74
uttar-pradesh,2019,2,sonbhadra district,383509,7586.81
uttar-pradesh,2019,2,ghazipur district,616075,11400.76
uttar-pradesh,2019,2,farrukhabad district,188426,3493.38
uttar-pradesh,2019,2,kannauj district,205350,2807.84
uttar-pradesh,2019,2,azamgarh district,643099,12708.22
uttar-pradesh,2019,2,ayodhya district,443014,7912.21
uttar-pradesh,2019,2,deoria district,642443,12844.14
uttar-pradesh,2019,2,ghaziabad district,4679159,63689.28
uttar-pradesh,2019,3,amethi district,274229,4579.62
uttar-pradesh,2019,3,siddharthnagar district,320825,8225.18
uttar-pradesh,2019,3,auraiya district,208407,3742.19
uttar-pradesh,2019,3,sambhal district,173100,3608.23
uttar-pradesh,2019,3,kanpur nagar district,3032525,51518.75
uttar-pradesh,2019,3,aligarh district,963300,15128.45
uttar-pradesh,2019,3,mahoba district,95118,1678.38
uttar-pradesh,2019,3,lucknow district,11708246,244651.59
uttar-pradesh,2019,3,sant kabeer nagar district,239631,5705.93
uttar-pradesh,2019,3,hathras district,225830,3785.58
uttar-pradesh,2019,3,budaun district,217390,3852.48
uttar-pradesh,2019,3,moradabad district,513828,10939.8
uttar-pradesh,2019,3,kushinagar district,730646,15561.35
uttar-pradesh,2019,3,baghpat district,309849,5877.68
uttar-pradesh,2019,3,shahjahanpur district,304259,4883.37
uttar-pradesh,2019,3,muzaffarnagar district,525482,9546.9
uttar-pradesh,2019,3,ambedkar nagar district,360610,5478.6
uttar-pradesh,2019,3,bahraich district,240440,4937.19
uttar-pradesh,2019,3,jalaun district,239290,4124.94
uttar-pradesh,2019,3,rampur district,250113,4567.58
uttar-pradesh,2019,3,ballia district,518281,9685.61
uttar-pradesh,2019,3,shravasti district,61489,1293.7
uttar-pradesh,2019,3,kasganj district,146757,2354.41
