State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
lakshadweep,2022,4,Financial Services,35,0.26
lakshadweep,2022,4,Others,50,0.61
lakshadweep,2023,1,Peer-to-peer payments,14918,732.02
lakshadweep,2023,1,Recharge & bill payments,8287,39.29
lakshadweep,2023,1,Merchant payments,6123,79.88
lakshadweep,2023,1,Financial Services,153,1.6
lakshadweep,2023,1,Others,39,0.42
lakshadweep,2023,2,Peer-to-peer payments,16924,806.3
lakshadweep,2023,2,Merchant payments,9524,125.86
lakshadweep,2023,2,Recharge & bill payments,8287,46.32
lakshadweep,2023,2,Financial Services,105,0.52
lakshadweep,2023,2,Others,78,0.87
lakshadweep,2023,3,Peer-to-peer payments,20220,773.01
lakshadweep,2023,3,Merchant payments,14902,120.28
lakshadweep,2023,3,Recharge & bill payments,8577,50.93
lakshadweep,2023,3,Financial Services,16,0.13
lakshadweep,2023,3,Others,42,0.92
lakshadweep,2023,4,Merchant payments,27931,204.56
lakshadweep,2023,4,Peer-to-peer payments,25886,936.23
lakshadweep,2023,4,Recharge & bill payments,9527,55.37
lakshadweep,2023,4,Financial Services,79,1.03
lakshadweep,2023,4,Others,56,1.12
lakshadweep,2024,1,Merchant payments,42704,267.3
lakshadweep,2024,1,Peer-to-peer payments,28805,968.02
lakshadweep,2024,1,Recharge & bill payments,9584,64.51
lakshadweep,2024,1,Financial Services,36,0.19
lakshadweep,2024,1,Others,47,0.5
lakshadweep,2024,2,Merchant payments,68346,339.66
lakshadweep,2024,2,Peer-to-peer payments,30929,1059.41
lakshadweep,2024,2,Recharge & bill payments,9704,62.0
lakshadweep,2024,2,Financial Services,59,0.47
lakshadweep,2024,2,Others,47,0.59
madhya-pradesh,2018,1,Recharge & bill payments,4404190,6670.57
madhya-pradesh,2018,1,Peer-to-peer payments,2848290,75907.91
madhya-pradesh,2018,1,Financial Services,230519,433.74
madhya-pradesh,2018,1,Merchant payments,196394,1701.2
madhya-pradesh,2018,1,Others,346002,2102.62
madhya-pradesh,2018,2,Recharge & bill payments,5324535,11320.9
madhya-pradesh,2018,2,Peer-to-peer payments,4269392,141556.03
madhya-pradesh,2018,2,Merchant payments,397135,3393.08
madhya-pradesh,2018,2,Financial Services,305553,538.6
madhya-pradesh,2018,2,Others,264797,2432.19
madhya-pradesh,2018,3,Peer-to-peer payments,9988509,220576.86
madhya-pradesh,2018,3,Recharge & bill payments,5733261,13677.74
madhya-pradesh,2018,3,Merchant payments,784995,4653.91
madhya-pradesh,2018,3,Financial Services,359440,461.2
madhya-pradesh,2018,3,Others,260780,2127.71
madhya-pradesh,2018,4,Peer-to-peer payments,11456555,308973.49
madhya-pradesh,2018,4,Recharge & bill payments,7273502,16693.46
madhya-pradesh,2018,4,Merchant payments,2056426,10362.5
madhya-pradesh,2018,4,Financial Services,313540,433.67
madhya-pradesh,2018,4,Others,297532,2592.97
madhya-pradesh,2019,1,Peer-to-peer payments,23708825,441142.06
madhya-pradesh,2019,1,Recharge & bill payments,9966905,24235.94
madhya-pradesh,2019,1,Merchant payments,3018928,12636.99
madhya-pradesh,2019,1,Financial Services,290838,289.01
madhya-pradesh,2019,1,Others,315553,2398.79
madhya-pradesh,2019,2,Peer-to-peer payments,20868744,617588.42
madhya-pradesh,2019,2,Recharge & bill payments,12044969,35718.97
madhya-pradesh,2019,2,Merchant payments,7331352,26711.56
madhya-pradesh,2019,2,Financial Services,149197,188.7
madhya-pradesh,2019,2,Others,451751,3138.02
madhya-pradesh,2019,3,Peer-to-peer payments,22631038,676481.08
madhya-pradesh,2019,3,Merchant payments,17163551,51474.59
madhya-pradesh,2019,3,Recharge & bill payments,13156616,45765.22
madhya-pradesh,2019,3,Financial Services,192821,256.54
madhya-pradesh,2019,3,Others,466385,2785.79
madhya-pradesh,2019,4,Peer-to-peer payments,32083162,920644.71
madhya-pradesh,2019,4,Merchant payments,19447707,73041.58
madhya-pradesh,2019,4,Recharge & bill payments,16081734,51048.22
madhya-pradesh,2019,4,Financial Services,127116,240.2
madhya-pradesh,2019,4,Others,392270,1904.56
madhya-pradesh,2020,1,Peer-to-peer payments,34540722,1103259.92
madhya-pradesh,2020,1,Merchant payments,24618074,98982.43
madhya-pradesh,2020,1,Recharge & bill payments,19788516,63116.11
madhya-pradesh,2020,1,Financial Services,68055,306.46
madhya-pradesh,2020,1,Others,351379,1707.91
madhya-pradesh,2020,2,Peer-to-peer payments,34860958,1281846.94
madhya-pradesh,2020,2,Recharge & bill payments,27497528,89040.68
madhya-pradesh,2020,2,Merchant payments,13685723,106662.23
madhya-pradesh,2020,2,Financial Services,80988,620.74
madhya-pradesh,2020,2,Others,215376,1049.57
madhya-pradesh,2020,3,Peer-to-peer payments,50871564,1749789.85
madhya-pradesh,2020,3,Merchant payments,31879804,206212.74
madhya-pradesh,2020,3,Recharge & bill payments,25380467,98341.91
madhya-pradesh,2020,3,Financial Services,131725,1229.71
madhya-pradesh,2020,3,Others,316321,1442.59
madhya-pradesh,2020,4,Peer-to-peer payments,67972167,2355842.02
madhya-pradesh,2020,4,Merchant payments,57707471,373155.77
madhya-pradesh,2020,4,Recharge & bill payments,27335834,109777.74
madhya-pradesh,2020,4,Financial Services,149532,1325.9
madhya-pradesh,2020,4,Others,487537,2649.96
madhya-pradesh,2021,1,Merchant payments,84812245,500982.44
madhya-pradesh,2021,1,Peer-to-peer payments,84070625,2799381.71
madhya-pradesh,2021,1,Recharge & bill payments,32500681,130609.14
madhya-pradesh,2021,1,Financial Services,169378,1618.38
madhya-pradesh,2021,1,Others,445569,2747.87
madhya-pradesh,2021,2,Peer-to-peer payments,99367521,3489357.62
madhya-pradesh,2021,2,Merchant payments,77113464,588393.92
madhya-pradesh,2021,2,Recharge & bill payments,46118636,172305.46
madhya-pradesh,2021,2,Financial Services,188726,1773.13
madhya-pradesh,2021,2,Others,526333,3177.54
madhya-pradesh,2021,3,Merchant payments,138433772,858856.7
madhya-pradesh,2021,3,Peer-to-peer payments,127654821,3989127.13
madhya-pradesh,2021,3,Recharge & bill payments,44437315,190253.46
madhya-pradesh,2021,3,Financial Services,174454,1803.66
madhya-pradesh,2021,3,Others,742972,4085.09
madhya-pradesh,2021,4,Merchant payments,197193842,1264610.98
madhya-pradesh,2021,4,Peer-to-peer payments,159649020,5071185.22
madhya-pradesh,2021,4,Recharge & bill payments,46220966,224927.67
madhya-pradesh,2021,4,Financial Services,247925,2464.88
madhya-pradesh,2021,4,Others,996331,5686.17
madhya-pradesh,2022,1,Merchant payments,237691924,1433102.27
madhya-pradesh,2022,1,Peer-to-peer payments,185008444,5782016.98
madhya-pradesh,2022,1,Recharge & bill payments,48870314,254377.75
madhya-pradesh,2022,1,Financial Services,222923,2199.27
madhya-pradesh,2022,1,Others,909453,4955.14
madhya-pradesh,2022,2,Merchant payments,287616385,1741833.98
madhya-pradesh,2022,2,Peer-to-peer payments,202093283,6631805.22
madhya-pradesh,2022,2,Recharge & bill payments,54318983,291256.94
madhya-pradesh,2022,2,Financial Services,157672,1539.44
madhya-pradesh,2022,2,Others,713506,3811.78
madhya-pradesh,2022,3,Merchant payments,391105651,2124459.28
madhya-pradesh,2022,3,Peer-to-peer payments,267013695,7806504.02
madhya-pradesh,2022,3,Recharge & bill payments,72148870,391325.74
madhya-pradesh,2022,3,Financial Services,240678,2369.81
madhya-pradesh,2022,3,Others,750665,4426.09
madhya-pradesh,2022,4,Merchant payments,492999084,2728015.97
madhya-pradesh,2022,4,Peer-to-peer payments,325467851,9842551.99
madhya-pradesh,2022,4,Recharge & bill payments,79289399,451432.48
madhya-pradesh,2022,4,Financial Services,286931,2783.05
madhya-pradesh,2022,4,Others,785003,5215.08
madhya-pradesh,2023,1,Merchant payments,404378350,2082816.38
madhya-pradesh,2023,1,Peer-to-peer payments,263524301,8093887.63
madhya-pradesh,2023,1,Recharge & bill payments,65818962,437259.58
madhya-pradesh,2023,1,Financial Services,226835,2366.07
madhya-pradesh,2023,1,Others,618522,3936.35
madhya-pradesh,2023,2,Merchant payments,479498828,2369607.64
madhya-pradesh,2023,2,Peer-to-peer payments,294125925,9161025.16
madhya-pradesh,2023,2,Recharge & bill payments,73584106,487127.07
madhya-pradesh,2023,2,Financial Services,248905,2892.07
madhya-pradesh,2023,2,Others,579296,3757.55
madhya-pradesh,2023,3,Merchant payments,567760229,2558580.71
madhya-pradesh,2023,3,Peer-to-peer payments,333209928,9297754.18
madhya-pradesh,2023,3,Recharge & bill payments,76997837,514348.02
madhya-pradesh,2023,3,Financial Services,318662,4088.39
madhya-pradesh,2023,3,Others,525937,3448.68
madhya-pradesh,2023,4,Merchant payments,648920525,3042406.06
madhya-pradesh,2023,4,Peer-to-peer payments,373769167,10633816.23
madhya-pradesh,2023,4,Recharge & bill payments,78674422,580496.33
madhya-pradesh,2023,4,Financial Services,394962,4944.11
madhya-pradesh,2023,4,Others,535537,3366.08
madhya-pradesh,2024,1,Merchant payments,760567063,3503648.66
madhya-pradesh,2024,1,Peer-to-peer payments,434322438,12097478.08
madhya-pradesh,2024,1,Recharge & bill payments,90377724,643852.88
madhya-pradesh,2024,1,Financial Services,392922,5912.81
madhya-pradesh,2024,1,Others,496467,3309.86
madhya-pradesh,2024,2,Merchant payments,876486253,3962522.88
madhya-pradesh,2024,2,Peer-to-peer payments,462570675,13145428.97
madhya-pradesh,2024,2,Recharge & bill payments,95424865,677259.3
madhya-pradesh,2024,2,Financial Services,480050,7585.01
madhya-pradesh,2024,2,Others,510214,4003.31
maharashtra,2018,1,Recharge & bill payments,9670237,22835.67
maharashtra,2018,1,Peer-to-peer payments,5227770,182838.96
maharashtra,2018,1,Merchant payments,616779,5769.64
maharashtra,2018,1,Financial Services,235051,609.97
maharashtra,2018,1,Others,637197,5061.88
maharashtra,2018,2,Recharge & bill payments,12384216,37258.0
maharashtra,2018,2,Peer-to-peer payments,7772336,307828.31
maharashtra,2018,2,Merchant payments,1306326,12261.22
maharashtra,2018,2,Financial Services,262875,855.46
maharashtra,2018,2,Others,559987,5367.58
maharashtra,2018,3,Recharge & bill payments,14371791,45474.86
maharashtra,2018,3,Peer-to-peer payments,13470065,454665.34
maharashtra,2018,3,Merchant payments,2797204,17022.21
maharashtra,2018,3,Financial Services,234598,523.49
maharashtra,2018,3,Others,664880,4922.28
maharashtra,2018,4,Peer-to-peer payments,20824667,689740.11
maharashtra,2018,4,Recharge & bill payments,18071025,58608.65
maharashtra,2018,4,Merchant payments,6047705,39851.96
maharashtra,2018,4,Financial Services,325121,773.46
maharashtra,2018,4,Others,821705,6215.2
maharashtra,2019,1,Peer-to-peer payments,37360716,973730.88
maharashtra,2019,1,Recharge & bill payments,24540041,82565.01
maharashtra,2019,1,Merchant payments,12069119,51725.95
maharashtra,2019,1,Financial Services,287569,494.88
maharashtra,2019,1,Others,821624,5690.2
maharashtra,2019,2,Peer-to-peer payments,42546317,1305581.54
maharashtra,2019,2,Recharge & bill payments,29395661,121972.35
maharashtra,2019,2,Merchant payments,27854042,97285.62
maharashtra,2019,2,Financial Services,182840,452.92
maharashtra,2019,2,Others,1170993,7652.28
maharashtra,2019,3,Peer-to-peer payments,57991699,1657316.86
maharashtra,2019,3,Merchant payments,54683738,175457.3
maharashtra,2019,3,Recharge & bill payments,34309301,154716.99
maharashtra,2019,3,Financial Services,231467,541.08
maharashtra,2019,3,Others,1519376,8142.84
maharashtra,2019,4,Merchant payments,80127804,272098.74
maharashtra,2019,4,Peer-to-peer payments,78795871,2272680.55
maharashtra,2019,4,Recharge & bill payments,40705998,177946.66
maharashtra,2019,4,Financial Services,129755,496.23
maharashtra,2019,4,Others,1501192,6722.11
maharashtra,2020,1,Merchant payments,100337738,352001.3
maharashtra,2020,1,Peer-to-peer payments,87067410,2625412.06
maharashtra,2020,1,Recharge & bill payments,50199498,216035.65
maharashtra,2020,1,Financial Services,123476,913.64
maharashtra,2020,1,Others,1215959,5589.32
maharashtra,2020,2,Peer-to-peer payments,74295930,2399333.39
maharashtra,2020,2,Recharge & bill payments,60856480,231123.43
maharashtra,2020,2,Merchant payments,48965388,328591.85
maharashtra,2020,2,Financial Services,206461,2117.33
maharashtra,2020,2,Others,466502,2429.17
maharashtra,2020,3,Peer-to-peer payments,108436214,3515555.55
maharashtra,2020,3,Merchant payments,100808237,601711.02
maharashtra,2020,3,Recharge & bill payments,58082283,279157.28
maharashtra,2020,3,Financial Services,325453,3336.7
maharashtra,2020,3,Others,658737,3310.25
maharashtra,2020,4,Merchant payments,189845640,1038046.39
maharashtra,2020,4,Peer-to-peer payments,151741840,4857478.82
maharashtra,2020,4,Recharge & bill payments,64556682,315569.18
maharashtra,2020,4,Financial Services,398409,4184.0
maharashtra,2020,4,Others,1078433,6276.93
maharashtra,2021,1,Merchant payments,253043309,1294930.46
maharashtra,2021,1,Peer-to-peer payments,187021609,5992132.84
maharashtra,2021,1,Recharge & bill payments,76389103,400572.12
maharashtra,2021,1,Financial Services,439551,4929.0
maharashtra,2021,1,Others,966668,6309.1
maharashtra,2021,2,Merchant payments,247194293,1508644.65
maharashtra,2021,2,Peer-to-peer payments,228551961,7198596.66
maharashtra,2021,2,Recharge & bill payments,96271138,431544.06
maharashtra,2021,2,Financial Services,504252,5367.81
maharashtra,2021,2,Others,1094842,6997.38
maharashtra,2021,3,Merchant payments,390051884,2167019.85
maharashtra,2021,3,Peer-to-peer payments,296951706,8908608.73
maharashtra,2021,3,Recharge & bill payments,103943973,502420.24
maharashtra,2021,3,Financial Services,448646,5790.99
maharashtra,2021,3,Others,1477851,8733.25
maharashtra,2021,4,Merchant payments,540351277,3055122.8
maharashtra,2021,4,Peer-to-peer payments,361865450,11098624.81
maharashtra,2021,4,Recharge & bill payments,105990417,580879.51
maharashtra,2021,4,Financial Services,606265,7071.03
maharashtra,2021,4,Others,1918093,11886.59
maharashtra,2022,1,Merchant payments,646277671,3402404.79
maharashtra,2022,1,Peer-to-peer payments,411989717,12748891.82
maharashtra,2022,1,Recharge & bill payments,108896881,645078.6
maharashtra,2022,1,Financial Services,583243,6776.13
maharashtra,2022,1,Others,1758926,10841.39
maharashtra,2022,2,Merchant payments,810961772,4284692.94
maharashtra,2022,2,Peer-to-peer payments,470258043,15012019.69
maharashtra,2022,2,Recharge & bill payments,124280427,751109.69
maharashtra,2022,2,Financial Services,490152,5593.22
maharashtra,2022,2,Others,1542719,9308.28
maharashtra,2022,3,Merchant payments,876618082,4322507.22
maharashtra,2022,3,Peer-to-peer payments,483481713,14345655.49
maharashtra,2022,3,Recharge & bill payments,124545840,793601.5
maharashtra,2022,3,Financial Services,521362,5715.83
maharashtra,2022,3,Others,1222420,8311.83
maharashtra,2022,4,Merchant payments,1025666187,5026608.88
maharashtra,2022,4,Peer-to-peer payments,535142126,16226193.09
maharashtra,2022,4,Recharge & bill payments,126118544,835764.14
maharashtra,2022,4,Financial Services,620124,6992.77
maharashtra,2022,4,Others,1228291,9149.52
maharashtra,2023,1,Merchant payments,1134579287,5029879.53
maharashtra,2023,1,Peer-to-peer payments,572326605,17527525.77
maharashtra,2023,1,Recharge & bill payments,139414546,1048282.65
maharashtra,2023,1,Financial Services,667987,7631.21
maharashtra,2023,1,Others,1280074,9539.9
maharashtra,2023,2,Merchant payments,1289778683,5677135.06
maharashtra,2023,2,Peer-to-peer payments,620475611,19237527.02
maharashtra,2023,2,Recharge & bill payments,151613474,1128466.43
maharashtra,2023,2,Financial Services,697164,8210.62
maharashtra,2023,2,Others,1152916,8706.93
maharashtra,2023,3,Merchant payments,1442968360,6231562.1
maharashtra,2023,3,Peer-to-peer payments,689021709,20061484.06
maharashtra,2023,3,Recharge & bill payments,156785138,1209479.92
maharashtra,2023,3,Financial Services,824436,10884.92
maharashtra,2023,3,Others,1078944,8310.85
maharashtra,2023,4,Merchant payments,1646497204,7078627.0
maharashtra,2023,4,Peer-to-peer payments,767517612,22541041.58
maharashtra,2023,4,Recharge & bill payments,155965094,1338218.13
maharashtra,2023,4,Financial Services,1025481,13627.09
maharashtra,2023,4,Others,1157334,8635.55
maharashtra,2024,1,Merchant payments,1821471481,7540444.65
maharashtra,2024,1,Peer-to-peer payments,843766518,24729938.27
maharashtra,2024,1,Recharge & bill payments,168431872,1434531.29
maharashtra,2024,1,Financial Services,1024838,15771.12
maharashtra,2024,1,Others,1075772,8303.61
maharashtra,2024,2,Merchant payments,2008664821,8320442.61
maharashtra,2024,2,Peer-to-peer payments,879509986,25961962.3
maharashtra,2024,2,Recharge & bill payments,173148051,1421504.79
maharashtra,2024,2,Financial Services,1111574,18232.81
maharashtra,2024,2,Others,1060370,9750.83
manipur,2018,1,Recharge & bill payments,50212,64.63
manipur,2018,1,Peer-to-peer payments,26382,1154.95
manipur,2018,1,Financial Services,2660,4.13
manipur,2018,1,Merchant payments,1614,36.16
manipur,2018,1,Others,3201,20.59
manipur,2018,2,Recharge & bill payments,77991,115.41
manipur,2018,2,Peer-to-peer payments,60365,2321.57
manipur,2018,2,Financial Services,5992,12.42
manipur,2018,2,Merchant payments,4041,53.67
manipur,2018,2,Others,3332,29.02
manipur,2018,3,Peer-to-peer payments,95204,3577.69
manipur,2018,3,Recharge & bill payments,81323,139.13
manipur,2018,3,Merchant payments,7396,91.81
manipur,2018,3,Financial Services,2577,3.33
manipur,2018,3,Others,2758,21.35
manipur,2018,4,Recharge & bill payments,113507,188.98
manipur,2018,4,Peer-to-peer payments,104872,5620.1
manipur,2018,4,Merchant payments,13333,206.85
manipur,2018,4,Financial Services,1452,3.07
manipur,2018,4,Others,2946,37.83
manipur,2019,1,Peer-to-peer payments,127067,6199.2
manipur,2019,1,Recharge & bill payments,120000,221.07
manipur,2019,1,Merchant payments,15190,145.8
manipur,2019,1,Financial Services,800,1.75
manipur,2019,1,Others,2352,31.16
manipur,2019,2,Peer-to-peer payments,120153,6797.86
manipur,2019,2,Recharge & bill payments,116500,235.73
manipur,2019,2,Merchant payments,18044,159.97
manipur,2019,2,Financial Services,387,0.92
manipur,2019,2,Others,2341,33.42
manipur,2019,3,Recharge & bill payments,180057,366.35
manipur,2019,3,Peer-to-peer payments,144965,8033.36
manipur,2019,3,Merchant payments,17683,204.9
manipur,2019,3,Financial Services,358,3.68
manipur,2019,3,Others,1945,27.24
manipur,2019,4,Recharge & bill payments,212136,442.03
manipur,2019,4,Peer-to-peer payments,211927,11232.58
manipur,2019,4,Merchant payments,23094,304.87
manipur,2019,4,Financial Services,548,2.41
manipur,2019,4,Others,1639,27.09
manipur,2020,1,Peer-to-peer payments,451733,24580.93
manipur,2020,1,Recharge & bill payments,285234,626.88
manipur,2020,1,Merchant payments,78067,742.02
manipur,2020,1,Financial Services,622,3.54
manipur,2020,1,Others,3145,32.52
manipur,2020,2,Peer-to-peer payments,533206,29802.43
manipur,2020,2,Recharge & bill payments,450830,1075.89
manipur,2020,2,Merchant payments,92110,1065.4
manipur,2020,2,Financial Services,1676,14.58
manipur,2020,2,Others,5246,31.07
manipur,2020,3,Peer-to-peer payments,774786,43012.85
manipur,2020,3,Recharge & bill payments,464659,1131.91
manipur,2020,3,Merchant payments,170653,1951.32
manipur,2020,3,Financial Services,1878,15.93
manipur,2020,3,Others,8192,47.76
manipur,2020,4,Peer-to-peer payments,892853,51724.99
manipur,2020,4,Recharge & bill payments,436450,1142.03
manipur,2020,4,Merchant payments,289050,3079.02
manipur,2020,4,Financial Services,1806,24.48
manipur,2020,4,Others,7693,51.72
manipur,2021,1,Peer-to-peer payments,1117829,64023.68
manipur,2021,1,Recharge & bill payments,796590,2239.56
manipur,2021,1,Merchant payments,377280,4332.98
manipur,2021,1,Financial Services,3398,43.85
manipur,2021,1,Others,8438,62.81
manipur,2021,2,Peer-to-peer payments,1372821,70418.38
manipur,2021,2,Recharge & bill payments,1187952,3051.04
manipur,2021,2,Merchant payments,510734,5314.85
manipur,2021,2,Financial Services,4165,42.56
manipur,2021,2,Others,10603,71.45
manipur,2021,3,Peer-to-peer payments,1819423,91348.07
manipur,2021,3,Recharge & bill payments,1368584,3676.64
manipur,2021,3,Merchant payments,735707,8893.17
manipur,2021,3,Financial Services,3460,56.26
manipur,2021,3,Others,14222,94.47
manipur,2021,4,Peer-to-peer payments,2199970,109988.28
manipur,2021,4,Recharge & bill payments,1451488,4127.92
manipur,2021,4,Merchant payments,1013985,12295.17
manipur,2021,4,Financial Services,4671,59.41
manipur,2021,4,Others,17325,113.94
manipur,2022,1,Peer-to-peer payments,2517626,121693.68
manipur,2022,1,Recharge & bill payments,1528476,4690.36
manipur,2022,1,Merchant payments,1247205,14896.04
manipur,2022,1,Financial Services,4878,60.58
manipur,2022,1,Others,15494,104.35
manipur,2022,2,Peer-to-peer payments,2843426,127045.12
manipur,2022,2,Merchant payments,1709547,17578.31
manipur,2022,2,Recharge & bill payments,1533778,4486.38
manipur,2022,2,Financial Services,4069,47.54
manipur,2022,2,Others,14812,71.76
manipur,2022,3,Peer-to-peer payments,3127266,129277.05
manipur,2022,3,Merchant payments,1829741,20104.6
manipur,2022,3,Recharge & bill payments,1379911,4321.82
manipur,2022,3,Financial Services,4524,46.71
manipur,2022,3,Others,11300,64.11
manipur,2022,4,Peer-to-peer payments,3259645,131337.29
manipur,2022,4,Merchant payments,1828984,20746.99
manipur,2022,4,Recharge & bill payments,1325391,4060.31
manipur,2022,4,Financial Services,4691,57.55
manipur,2022,4,Others,9959,57.42
manipur,2023,1,Peer-to-peer payments,1703742,72817.81
manipur,2023,1,Merchant payments,933135,10830.73
manipur,2023,1,Recharge & bill payments,613398,2144.27
manipur,2023,1,Financial Services,3529,31.78
manipur,2023,1,Others,4579,31.04
manipur,2023,2,Peer-to-peer payments,812842,37635.44
manipur,2023,2,Merchant payments,499534,5699.8
manipur,2023,2,Recharge & bill payments,290239,1277.78
manipur,2023,2,Financial Services,1849,14.31
manipur,2023,2,Others,1807,11.44
manipur,2023,3,Peer-to-peer payments,450548,30546.78
manipur,2023,3,Merchant payments,222132,4181.08
manipur,2023,3,Recharge & bill payments,189582,1312.41
manipur,2023,3,Financial Services,2290,35.52
manipur,2023,3,Others,926,7.09
manipur,2023,4,Peer-to-peer payments,1098359,56900.75
manipur,2023,4,Merchant payments,638811,8939.6
manipur,2023,4,Recharge & bill payments,368865,2096.07
manipur,2023,4,Financial Services,4438,50.94
manipur,2023,4,Others,2727,15.89
manipur,2024,1,Peer-to-peer payments,1925478,75025.33
manipur,2024,1,Merchant payments,1303360,14460.16
manipur,2024,1,Recharge & bill payments,607751,2821.04
manipur,2024,1,Financial Services,4717,99.07
manipur,2024,1,Others,4258,24.14
manipur,2024,2,Peer-to-peer payments,2518131,88609.62
manipur,2024,2,Merchant payments,1895872,17271.75
manipur,2024,2,Recharge & bill payments,640058,2973.56
manipur,2024,2,Financial Services,5784,93.76
manipur,2024,2,Others,3479,31.31
meghalaya,2018,1,Recharge & bill payments,31857,60.28
meghalaya,2018,1,Peer-to-peer payments,13274,559.43
meghalaya,2018,1,Merchant payments,1605,23.96
meghalaya,2018,1,Financial Services,532,1.44
meghalaya,2018,1,Others,2303,17.38
meghalaya,2018,2,Recharge & bill payments,42625,96.58
meghalaya,2018,2,Peer-to-peer payments,19894,1011.4
meghalaya,2018,2,Merchant payments,2929,36.63
meghalaya,2018,2,Financial Services,592,5.81
meghalaya,2018,2,Others,1817,19.62
meghalaya,2018,3,Recharge & bill payments,60625,142.32
meghalaya,2018,3,Peer-to-peer payments,40832,1874.61
meghalaya,2018,3,Merchant payments,5802,54.59
meghalaya,2018,3,Financial Services,748,5.53
meghalaya,2018,3,Others,2283,21.5
meghalaya,2018,4,Recharge & bill payments,82962,181.01
meghalaya,2018,4,Peer-to-peer payments,58952,3019.41
meghalaya,2018,4,Merchant payments,15768,144.34
meghalaya,2018,4,Financial Services,763,1.91
meghalaya,2018,4,Others,2687,29.18
meghalaya,2019,1,Recharge & bill payments,98817,230.07
meghalaya,2019,1,Peer-to-peer payments,90694,3589.32
meghalaya,2019,1,Merchant payments,16073,142.97
meghalaya,2019,1,Financial Services,659,0.62
meghalaya,2019,1,Others,2498,27.39
meghalaya,2019,2,Recharge & bill payments,108812,272.49
meghalaya,2019,2,Peer-to-peer payments,97407,4465.37
meghalaya,2019,2,Merchant payments,22588,156.01
meghalaya,2019,2,Financial Services,460,1.07
meghalaya,2019,2,Others,3019,34.38
meghalaya,2019,3,Recharge & bill payments,155949,389.16
meghalaya,2019,3,Peer-to-peer payments,116168,5462.22
meghalaya,2019,3,Merchant payments,31201,234.61
meghalaya,2019,3,Financial Services,421,5.84
meghalaya,2019,3,Others,2811,30.35
meghalaya,2019,4,Recharge & bill payments,175084,436.12
meghalaya,2019,4,Peer-to-peer payments,163734,6708.7
meghalaya,2019,4,Merchant payments,24430,253.45
meghalaya,2019,4,Financial Services,382,1.25
meghalaya,2019,4,Others,2351,24.85
meghalaya,2020,1,Recharge & bill payments,226214,596.66
meghalaya,2020,1,Peer-to-peer payments,216022,10137.33
meghalaya,2020,1,Merchant payments,57245,441.25
meghalaya,2020,1,Financial Services,473,4.03
meghalaya,2020,1,Others,2329,22.07
meghalaya,2020,2,Recharge & bill payments,382662,1005.7
meghalaya,2020,2,Peer-to-peer payments,202270,9987.51
meghalaya,2020,2,Merchant payments,46014,489.81
meghalaya,2020,2,Financial Services,1186,29.45
meghalaya,2020,2,Others,3263,24.89
meghalaya,2020,3,Recharge & bill payments,342484,976.63
meghalaya,2020,3,Peer-to-peer payments,194448,10650.13
meghalaya,2020,3,Merchant payments,55595,675.12
meghalaya,2020,3,Financial Services,1587,40.5
meghalaya,2020,3,Others,3465,28.22
meghalaya,2020,4,Recharge & bill payments,350006,1027.95
meghalaya,2020,4,Peer-to-peer payments,286252,15798.58
meghalaya,2020,4,Merchant payments,111471,1151.37
meghalaya,2020,4,Financial Services,1809,27.75
meghalaya,2020,4,Others,4470,36.78
meghalaya,2021,1,Peer-to-peer payments,326993,17947.46
meghalaya,2021,1,Recharge & bill payments,306634,1060.99
meghalaya,2021,1,Merchant payments,108805,1477.48
meghalaya,2021,1,Financial Services,1777,39.82
meghalaya,2021,1,Others,3437,29.41
meghalaya,2021,2,Recharge & bill payments,389959,1290.31
meghalaya,2021,2,Peer-to-peer payments,366411,18850.42
meghalaya,2021,2,Merchant payments,147406,1738.95
meghalaya,2021,2,Financial Services,1766,23.06
meghalaya,2021,2,Others,4052,33.43
meghalaya,2021,3,Peer-to-peer payments,473274,23480.09
meghalaya,2021,3,Recharge & bill payments,418429,1443.64
meghalaya,2021,3,Merchant payments,199427,2703.11
meghalaya,2021,3,Financial Services,1556,23.79
meghalaya,2021,3,Others,5045,39.38
meghalaya,2021,4,Peer-to-peer payments,669693,32332.1
meghalaya,2021,4,Recharge & bill payments,447310,1652.78
meghalaya,2021,4,Merchant payments,314445,4424.64
meghalaya,2021,4,Financial Services,1989,24.64
meghalaya,2021,4,Others,6756,53.49
meghalaya,2022,1,Peer-to-peer payments,801009,38991.72
meghalaya,2022,1,Recharge & bill payments,459530,1920.27
meghalaya,2022,1,Merchant payments,405859,5630.04
meghalaya,2022,1,Financial Services,2134,30.19
meghalaya,2022,1,Others,6218,51.16
meghalaya,2022,2,Peer-to-peer payments,977816,43590.0
meghalaya,2022,2,Merchant payments,591364,7149.96
meghalaya,2022,2,Recharge & bill payments,467745,2008.97
meghalaya,2022,2,Financial Services,1880,24.06
meghalaya,2022,2,Others,5844,41.93
meghalaya,2022,3,Peer-to-peer payments,2050942,77963.15
meghalaya,2022,3,Merchant payments,1486098,14683.19
meghalaya,2022,3,Recharge & bill payments,810017,3302.3
meghalaya,2022,3,Financial Services,3504,31.07
meghalaya,2022,3,Others,8604,53.29
meghalaya,2022,4,Peer-to-peer payments,1901671,73289.14
meghalaya,2022,4,Merchant payments,1334431,13810.14
meghalaya,2022,4,Recharge & bill payments,685678,2783.78
