State,Year,Quarter,Pincode,Transaction_count,Transaction_amount
madhya-pradesh,2021,1,462008,45920869,760976.18
madhya-pradesh,2021,1,452005,12368534,203336.51
madhya-pradesh,2021,1,452010,3157169,37462.75
madhya-pradesh,2021,1,452001,3031347,36229.56
madhya-pradesh,2021,1,482001,2626795,45242.35
madhya-pradesh,2021,1,462001,2567784,41639.33
madhya-pradesh,2021,1,455001,2284442,35929.83
madhya-pradesh,2021,1,452016,1784180,25669.37
madhya-pradesh,2021,1,452020,1717447,20917.05
madhya-pradesh,2021,1,462022,1690582,18412.85
madhya-pradesh,2021,2,462008,57596018,1019024.94
madhya-pradesh,2021,2,452005,15823586,284759.56
madhya-pradesh,2021,2,482001,2855889,52049.69
madhya-pradesh,2021,2,462001,2370403,42810.26
madhya-pradesh,2021,2,455001,2302486,39931.1
madhya-pradesh,2021,2,452010,2206070,32933.42
madhya-pradesh,2021,2,452016,1499795,26139.83
madhya-pradesh,2021,2,482002,1485190,30160.62
madhya-pradesh,2021,2,474003,1462678,30357.19
madhya-pradesh,2021,2,462022,1427896,18786.88
madhya-pradesh,2021,3,462008,74987334,1112591.79
madhya-pradesh,2021,3,452005,22164070,346000.62
madhya-pradesh,2021,3,452010,4126900,51169.96
madhya-pradesh,2021,3,462001,4073176,64131.15
madhya-pradesh,2021,3,482001,4031874,65330.63
madhya-pradesh,2021,3,452001,3814262,49396.28
madhya-pradesh,2021,3,455001,3411019,51555.28
madhya-pradesh,2021,3,452016,2531200,37871.24
madhya-pradesh,2021,3,482002,2368726,41690.92
madhya-pradesh,2021,3,452020,2340962,29171.21
madhya-pradesh,2021,4,462008,97987017,1456392.58
madhya-pradesh,2021,4,452005,29248862,462906.95
madhya-pradesh,2021,4,452010,5218813,64670.44
madhya-pradesh,2021,4,452001,5218642,64589.15
madhya-pradesh,2021,4,482001,5053220,81272.14
madhya-pradesh,2021,4,462001,4713553,73501.45
madhya-pradesh,2021,4,455001,4258695,66457.15
madhya-pradesh,2021,4,452016,3186800,48198.97
madhya-pradesh,2021,4,482002,3144266,55573.72
madhya-pradesh,2021,4,452020,3140760,37977.21
madhya-pradesh,2022,1,462008,119378084,1721433.69
madhya-pradesh,2022,1,452005,31734667,485107.6
madhya-pradesh,2022,1,452010,5959407,72630.32
madhya-pradesh,2022,1,452001,5914289,70224.64
madhya-pradesh,2022,1,482001,5835918,91935.84
madhya-pradesh,2022,1,462001,5434974,82951.17
madhya-pradesh,2022,1,455001,4842367,74967.74
madhya-pradesh,2022,1,452020,3814949,45301.0
madhya-pradesh,2022,1,452016,3736352,56270.28
madhya-pradesh,2022,1,482002,3535166,63112.34
madhya-pradesh,2022,2,462008,137837715,1981473.41
madhya-pradesh,2022,2,452005,32975727,496492.33
madhya-pradesh,2022,2,452010,7218657,85887.8
madhya-pradesh,2022,2,452001,7076259,81933.28
madhya-pradesh,2022,2,482001,7032988,107607.42
madhya-pradesh,2022,2,462001,6697994,100329.79
madhya-pradesh,2022,2,455001,5419403,84100.16
madhya-pradesh,2022,2,452016,4554580,67669.04
madhya-pradesh,2022,2,452020,4540833,53085.81
madhya-pradesh,2022,2,482002,4137398,73038.49
madhya-pradesh,2022,3,480001,164538285,2292671.42
madhya-pradesh,2022,3,452005,77073821,1018591.71
madhya-pradesh,2022,3,462001,71155689,883681.2
madhya-pradesh,2022,3,462008,45855523,616867.18
madhya-pradesh,2022,3,452001,7471847,83803.29
madhya-pradesh,2022,3,452010,7434496,86137.71
madhya-pradesh,2022,3,482001,7298840,100849.18
madhya-pradesh,2022,3,455001,5949409,84641.15
madhya-pradesh,2022,3,452016,4729334,65258.37
madhya-pradesh,2022,3,452020,4724444,51584.56
madhya-pradesh,2022,4,480001,240053791,3418609.74
madhya-pradesh,2022,4,462001,97808901,1284699.13
madhya-pradesh,2022,4,452005,87303087,1202219.6
madhya-pradesh,2022,4,462008,47477990,641129.54
madhya-pradesh,2022,4,452010,8385618,96038.79
madhya-pradesh,2022,4,452001,8324463,93573.66
madhya-pradesh,2022,4,484001,7999283,106475.68
madhya-pradesh,2022,4,455001,6345033,93745.16
madhya-pradesh,2022,4,482001,6308229,88473.28
madhya-pradesh,2022,4,456006,5717266,88222.43
madhya-pradesh,2023,1,452010,14391624,156804.58
madhya-pradesh,2023,1,452001,14094641,148222.92
madhya-pradesh,2023,1,455001,10566960,148743.35
madhya-pradesh,2023,1,452016,9754124,128338.94
madhya-pradesh,2023,1,452020,9635966,98586.38
madhya-pradesh,2023,1,462001,9437009,132415.37
madhya-pradesh,2023,1,482002,8155813,128869.24
madhya-pradesh,2023,1,480001,7298063,101509.46
madhya-pradesh,2023,1,456006,7137453,105817.46
madhya-pradesh,2023,1,452056,7100822,68507.12
madhya-pradesh,2023,2,452010,16775309,175996.31
madhya-pradesh,2023,2,452001,15444170,162256.96
madhya-pradesh,2023,2,455001,11754423,162677.57
madhya-pradesh,2023,2,452016,11289518,145926.02
madhya-pradesh,2023,2,452020,10607233,107634.95
madhya-pradesh,2023,2,462001,10472913,142995.84
madhya-pradesh,2023,2,482002,9291906,141205.94
madhya-pradesh,2023,2,480001,8338427,115245.39
madhya-pradesh,2023,2,456006,8186052,117923.96
madhya-pradesh,2023,2,452003,8015376,90362.71
madhya-pradesh,2023,3,452010,19298599,192128.76
madhya-pradesh,2023,3,452001,18110426,181208.23
madhya-pradesh,2023,3,455001,13609907,171941.5
madhya-pradesh,2023,3,452016,13066512,155883.97
madhya-pradesh,2023,3,452020,12363524,116582.81
madhya-pradesh,2023,3,462001,12129782,150642.55
madhya-pradesh,2023,3,482002,10537290,145477.97
madhya-pradesh,2023,3,456006,10120947,130087.0
madhya-pradesh,2023,3,480001,9391891,115803.35
madhya-pradesh,2023,3,452003,9306155,99053.45
madhya-pradesh,2023,4,452010,20950261,211041.65
madhya-pradesh,2023,4,452001,18888347,194919.95
madhya-pradesh,2023,4,455001,15536466,198166.07
madhya-pradesh,2023,4,452016,14482687,174165.1
madhya-pradesh,2023,4,462001,13730162,175078.46
madhya-pradesh,2023,4,452020,13352580,128800.63
madhya-pradesh,2023,4,482002,12043670,169606.25
madhya-pradesh,2023,4,456006,10776055,143787.21
madhya-pradesh,2023,4,480001,10282996,132257.1
madhya-pradesh,2023,4,452003,10232153,110223.39
madhya-pradesh,2024,1,452010,22766054,224819.14
madhya-pradesh,2024,1,452001,20416904,204841.62
madhya-pradesh,2024,1,455001,17693337,218600.82
madhya-pradesh,2024,1,452016,16782367,198246.49
madhya-pradesh,2024,1,452020,15863545,148222.68
madhya-pradesh,2024,1,462001,14759751,185170.87
madhya-pradesh,2024,1,482002,13259939,185070.8
madhya-pradesh,2024,1,456006,12625183,162117.52
madhya-pradesh,2024,1,457001,11804608,174053.09
madhya-pradesh,2024,1,480001,11698033,148851.31
madhya-pradesh,2024,2,452010,25422253,241917.64
madhya-pradesh,2024,2,452001,22267357,217249.67
madhya-pradesh,2024,2,455001,19223605,230489.05
madhya-pradesh,2024,2,452016,18903232,217653.31
madhya-pradesh,2024,2,452020,17373182,157390.76
madhya-pradesh,2024,2,462001,15855151,192808.45
madhya-pradesh,2024,2,482002,14822130,196418.46
madhya-pradesh,2024,2,456006,13828535,171994.58
madhya-pradesh,2024,2,457001,13053922,182277.91
madhya-pradesh,2024,2,480001,13018040,162766.51
maharashtra,2018,1,400008,2227885,31052.09
maharashtra,2018,1,411001,1055656,14135.24
maharashtra,2018,1,411057,168299,2805.33
maharashtra,2018,1,410501,156090,1927.34
maharashtra,2018,1,400606,121105,2015.6
maharashtra,2018,1,411033,118850,1654.27
maharashtra,2018,1,411014,114748,2091.75
maharashtra,2018,1,431003,104719,1162.6
maharashtra,2018,1,411041,101787,1195.94
maharashtra,2018,1,421302,95135,1372.62
maharashtra,2018,2,400008,2631405,47037.62
maharashtra,2018,2,411001,1316115,21456.14
maharashtra,2018,2,411057,242519,4223.04
maharashtra,2018,2,410501,218820,3167.7
maharashtra,2018,2,411014,166457,3242.18
maharashtra,2018,2,411033,157641,2612.53
maharashtra,2018,2,400606,148846,2797.16
maharashtra,2018,2,421302,135128,2705.74
maharashtra,2018,2,411041,133107,1893.28
maharashtra,2018,2,431003,130057,2002.45
maharashtra,2018,3,400008,3111609,54360.06
maharashtra,2018,3,411001,1689517,28296.4
maharashtra,2018,3,410501,508646,5915.87
maharashtra,2018,3,411057,422874,6112.71
maharashtra,2018,3,411014,265735,4833.27
maharashtra,2018,3,411033,238408,3907.44
maharashtra,2018,3,431003,204502,3025.42
maharashtra,2018,3,421302,201404,4473.13
maharashtra,2018,3,411028,200254,3448.63
maharashtra,2018,3,411041,189200,2863.84
maharashtra,2018,4,400008,4586309,84749.04
maharashtra,2018,4,411001,2176631,39174.44
maharashtra,2018,4,411057,652006,8840.95
maharashtra,2018,4,410501,518442,7698.18
maharashtra,2018,4,411014,420715,7001.6
maharashtra,2018,4,421302,400213,7855.01
maharashtra,2018,4,411028,376373,5299.32
maharashtra,2018,4,411033,344206,5318.16
maharashtra,2018,4,400708,314305,3686.19
maharashtra,2018,4,400072,289541,4840.32
maharashtra,2019,1,400008,6494529,102385.54
maharashtra,2019,1,411006,5641935,92029.91
maharashtra,2019,1,411001,2376027,34410.21
maharashtra,2019,1,411057,1291680,13522.13
maharashtra,2019,1,410501,936769,10885.31
maharashtra,2019,1,411033,705098,7967.8
maharashtra,2019,1,411014,703615,10116.57
maharashtra,2019,1,421302,650588,10163.19
maharashtra,2019,1,411028,593884,7473.15
maharashtra,2019,1,411041,578580,5753.4
maharashtra,2019,2,411006,22544991,340733.55
maharashtra,2019,2,400008,6827030,124014.11
maharashtra,2019,2,411057,2165856,17011.52
maharashtra,2019,2,411033,1250933,10522.0
maharashtra,2019,2,411014,1105699,12539.03
maharashtra,2019,2,411041,994726,7104.22
maharashtra,2019,2,411028,822458,9195.95
maharashtra,2019,2,410501,816802,11271.01
maharashtra,2019,2,411046,736036,7116.38
maharashtra,2019,2,440002,684074,11963.26
maharashtra,2019,3,411006,25995035,420312.75
maharashtra,2019,3,400008,7234595,144677.59
maharashtra,2019,3,411057,4113075,25685.24
maharashtra,2019,3,411033,2374065,15969.21
maharashtra,2019,3,411014,2158511,18805.59
maharashtra,2019,3,411041,1863384,11512.4
maharashtra,2019,3,411028,1473236,13592.78
maharashtra,2019,3,411046,1399162,11122.54
maharashtra,2019,3,411038,1367646,9633.77
maharashtra,2019,3,410501,1268839,14809.79
maharashtra,2019,4,411006,32779718,513602.45
maharashtra,2019,4,400008,10498727,222893.47
maharashtra,2019,4,411057,5242853,31411.86
maharashtra,2019,4,411004,4505845,57142.51
maharashtra,2019,4,411014,3033141,24063.37
maharashtra,2019,4,411033,3008684,20182.15
maharashtra,2019,4,411041,2544534,14675.6
maharashtra,2019,4,411028,1970393,17506.62
maharashtra,2019,4,411046,1918669,14324.23
maharashtra,2019,4,411038,1808324,11882.41
maharashtra,2020,1,411004,43278566,648949.35
maharashtra,2020,1,400070,10817537,210668.37
maharashtra,2020,1,411057,5637564,34984.82
maharashtra,2020,1,411014,3577288,27092.71
maharashtra,2020,1,411033,3338361,22936.43
maharashtra,2020,1,411041,2822563,16549.02
maharashtra,2020,1,440012,2572365,52248.2
maharashtra,2020,1,411046,2258157,16709.05
maharashtra,2020,1,411028,2249726,19545.43
maharashtra,2020,1,410501,2085583,22150.56
maharashtra,2020,2,411004,27617700,583527.03
maharashtra,2020,2,400070,6133707,139857.86
maharashtra,2020,2,444510,1773268,48696.13
maharashtra,2020,2,440012,1695433,43658.96
maharashtra,2020,2,411057,1566812,15888.31
maharashtra,2020,2,411033,1473583,14705.01
maharashtra,2020,2,410501,1370197,14389.18
maharashtra,2020,2,421302,1268368,17727.95
maharashtra,2020,2,411014,1246164,13424.2
maharashtra,2020,2,431003,1144503,15374.32
maharashtra,2020,3,411004,49082232,941007.68
maharashtra,2020,3,400070,9322422,199214.45
maharashtra,2020,3,410501,2801571,30073.29
maharashtra,2020,3,411033,2579266,24550.51
maharashtra,2020,3,411057,2246332,19985.7
maharashtra,2020,3,411014,2096814,20057.76
maharashtra,2020,3,431001,1958007,36618.0
maharashtra,2020,3,431003,1924441,26322.73
maharashtra,2020,3,440012,1886074,44044.12
maharashtra,2020,3,411041,1815596,17371.6
maharashtra,2020,4,411004,48628369,837335.91
maharashtra,2020,4,400070,10292942,194370.72
maharashtra,2020,4,410501,5088128,49213.89
maharashtra,2020,4,444510,4444889,109141.4
maharashtra,2020,4,411033,4384385,38467.4
maharashtra,2020,4,411014,4117739,34586.94
maharashtra,2020,4,411057,3737410,30346.27
maharashtra,2020,4,431003,3183797,41042.17
maharashtra,2020,4,411041,3105570,27643.92
maharashtra,2020,4,411046,3049281,31416.25
maharashtra,2021,1,411004,99287169,1426920.99
maharashtra,2021,1,400070,25090098,394161.89
maharashtra,2021,1,444510,14752939,294592.4
maharashtra,2021,1,410501,5597174,52837.1
maharashtra,2021,1,411033,5167231,44546.61
maharashtra,2021,1,411014,5011718,40063.9
maharashtra,2021,1,411057,4560933,36721.4
maharashtra,2021,1,411041,3970507,32981.37
maharashtra,2021,1,440012,3927031,70997.6
maharashtra,2021,1,411046,3668053,35828.16
maharashtra,2021,2,411004,120795663,1861343.2
maharashtra,2021,2,400070,27988960,443556.45
maharashtra,2021,2,444510,25401557,516896.66
maharashtra,2021,2,410501,5820240,57189.28
maharashtra,2021,2,440012,4911423,91623.21
maharashtra,2021,2,411033,4333078,44470.68
maharashtra,2021,2,431001,4313072,70180.37
maharashtra,2021,2,411014,3826381,35731.02
maharashtra,2021,2,412105,3522643,41554.58
maharashtra,2021,2,411057,3471054,33202.66
maharashtra,2021,3,411004,155523883,2174006.91
maharashtra,2021,3,444510,45378525,849509.19
maharashtra,2021,3,400070,35253876,524932.27
maharashtra,2021,3,410501,8483378,75129.31
maharashtra,2021,3,431001,6658569,97956.63
maharashtra,2021,3,411033,6391773,59559.74
maharashtra,2021,3,411014,6153220,52548.94
maharashtra,2021,3,411057,5518690,48697.77
maharashtra,2021,3,440012,5494787,92517.68
maharashtra,2021,3,412105,5234434,56209.49
maharashtra,2021,4,411004,185423020,2594061.75
maharashtra,2021,4,444510,55162139,1032126.97
maharashtra,2021,4,400070,50340367,731879.16
maharashtra,2021,4,410501,10198767,92640.11
maharashtra,2021,4,431001,8557377,124045.04
maharashtra,2021,4,411014,7890419,68685.58
maharashtra,2021,4,411033,7862205,74108.4
maharashtra,2021,4,411057,7136353,62474.09
maharashtra,2021,4,431003,6407291,80673.51
maharashtra,2021,4,412105,6367461,69936.59
maharashtra,2022,1,411004,209101358,2850058.34
maharashtra,2022,1,444510,69862188,1297412.78
maharashtra,2022,1,400070,56011211,807947.41
maharashtra,2022,1,410501,11640038,106366.24
maharashtra,2022,1,431001,9825891,138058.27
maharashtra,2022,1,411033,9348861,85905.27
maharashtra,2022,1,411014,9059263,78482.0
maharashtra,2022,1,411057,8561602,74729.73
maharashtra,2022,1,412105,7459104,81596.85
maharashtra,2022,1,421302,7450111,114823.29
maharashtra,2022,2,411004,262731186,3564369.98
maharashtra,2022,2,444510,93575752,1680313.6
maharashtra,2022,2,400070,67786894,954163.32
maharashtra,2022,2,410501,13236910,118743.1
maharashtra,2022,2,411014,11697920,100267.64
maharashtra,2022,2,411057,11622532,99091.93
maharashtra,2022,2,431001,11357036,159409.98
maharashtra,2022,2,411033,11248321,101374.76
maharashtra,2022,2,411041,8733671,74231.1
maharashtra,2022,2,412105,8602663,93474.0
maharashtra,2022,3,411033,217102802,2416098.49
maharashtra,2022,3,400070,137051260,1703631.48
maharashtra,2022,3,400008,49814056,657886.18
maharashtra,2022,3,411004,35565559,468896.83
maharashtra,2022,3,440015,28518450,395800.71
maharashtra,2022,3,422001,16584775,228928.63
maharashtra,2022,3,410501,13708087,123946.11
maharashtra,2022,3,411057,13233019,112577.0
maharashtra,2022,3,444510,12876808,237867.17
maharashtra,2022,3,411014,12461317,107346.95
maharashtra,2022,4,411033,263248580,2989712.95
maharashtra,2022,4,400070,180508440,2263202.24
maharashtra,2022,4,400008,49240020,659270.05
maharashtra,2022,4,440015,33001619,466465.1
maharashtra,2022,4,422001,29230434,400436.9
maharashtra,2022,4,410501,15124573,137392.98
maharashtra,2022,4,411057,14986782,124245.54
maharashtra,2022,4,411014,13692420,118812.23
maharashtra,2022,4,421302,13270367,183568.98
maharashtra,2022,4,431201,12674116,174434.86
maharashtra,2023,1,411057,27438671,217235.37
maharashtra,2023,1,410501,25782962,224702.86
maharashtra,2023,1,411014,23623328,194382.24
maharashtra,2023,1,411033,21924992,187650.03
maharashtra,2023,1,421302,17573711,230796.85
maharashtra,2023,1,412105,16901938,176730.43
maharashtra,2023,1,411028,15706323,148470.86
maharashtra,2023,1,411041,15299496,127366.09
maharashtra,2023,1,411046,15186635,144100.19
maharashtra,2023,1,431003,15050418,174243.25
maharashtra,2023,2,411057,30991776,247856.23
maharashtra,2023,2,410501,29066230,244517.32
maharashtra,2023,2,411014,25859292,213925.7
maharashtra,2023,2,411033,23888848,205278.05
maharashtra,2023,2,421302,19309222,247007.47
maharashtra,2023,2,412105,18719763,193774.47
maharashtra,2023,2,411028,17388584,163432.9
maharashtra,2023,2,431003,16407926,190838.32
maharashtra,2023,2,411041,16397174,138214.47
maharashtra,2023,2,411046,16261485,155843.48
maharashtra,2023,3,411057,35730539,284707.55
maharashtra,2023,3,410501,33763815,274635.45
maharashtra,2023,3,411014,29034996,240035.83
maharashtra,2023,3,411033,26962555,230788.06
maharashtra,2023,3,421302,21944314,264136.93
maharashtra,2023,3,412105,21938224,222904.89
maharashtra,2023,3,411028,19787272,181624.43
maharashtra,2023,3,431003,18768631,207893.86
maharashtra,2023,3,412207,18538316,183243.97
maharashtra,2023,3,411046,17806726,170733.18
maharashtra,2023,4,410501,37823604,304517.17
maharashtra,2023,4,411057,36879360,296759.97
maharashtra,2023,4,411014,29612288,247710.64
maharashtra,2023,4,411033,28946239,245322.83
maharashtra,2023,4,421302,25390633,297106.82
maharashtra,2023,4,412105,24413287,244297.1
maharashtra,2023,4,411028,21033813,195215.58
maharashtra,2023,4,431003,20932199,231677.54
maharashtra,2023,4,412207,20141302,194616.91
maharashtra,2023,4,411046,19205261,182006.04
maharashtra,2024,1,410501,43473832,334527.14
maharashtra,2024,1,411057,40434976,315338.88
maharashtra,2024,1,411033,31469417,259969.16
maharashtra,2024,1,411014,31336156,256391.88
maharashtra,2024,1,412105,27422808,266046.51
maharashtra,2024,1,421302,27321906,313944.86
maharashtra,2024,1,431003,22985236,248839.08
maharashtra,2024,1,412207,22263353,207023.22
maharashtra,2024,1,411028,22131133,199833.76
maharashtra,2024,1,411046,20661832,190179.08
maharashtra,2024,2,410501,46907334,347132.55
maharashtra,2024,2,411057,42406480,328221.23
maharashtra,2024,2,411014,33232252,268040.59
maharashtra,2024,2,411033,33191634,274045.99
maharashtra,2024,2,412105,29512631,280184.27
maharashtra,2024,2,421302,29415529,321876.4
maharashtra,2024,2,431003,24254742,256619.55
maharashtra,2024,2,411028,23344268,209089.52
maharashtra,2024,2,412207,23245686,213831.45
maharashtra,2024,2,410206,21917167,219931.27
manipur,2018,1,795004,12606,236.83
manipur,2018,1,795001,8487,102.45
manipur,2018,1,795133,4140,64.59
manipur,2018,1,795130,4015,19.47
manipur,2018,1,795138,4012,31.86
manipur,2018,1,795009,3749,41.7
manipur,2018,1,795149,3632,35.27
manipur,2018,1,795008,3285,29.37
manipur,2018,1,795002,3020,42.71
manipur,2018,1,795148,2976,30.59
manipur,2018,2,795004,18869,443.72
manipur,2018,2,795001,11421,207.81
manipur,2018,2,795138,10598,103.29
manipur,2018,2,795130,8787,44.12
manipur,2018,2,795148,8124,64.16
manipur,2018,2,795008,7956,64.24
manipur,2018,2,795149,7677,74.03
manipur,2018,2,795133,7109,103.83
manipur,2018,2,795009,6537,71.27
manipur,2018,2,795010,5110,84.71
manipur,2018,3,795008,22448,157.78
manipur,2018,3,795004,22196,616.82
manipur,2018,3,795001,15883,312.71
manipur,2018,3,795138,10525,204.44
manipur,2018,3,795133,8504,126.31
manipur,2018,3,795148,7723,118.75
manipur,2018,3,795132,6976,90.49
manipur,2018,3,795149,6292,95.25
manipur,2018,3,795009,6228,104.05
manipur,2018,3,795010,5771,112.83
manipur,2018,4,795004,32711,951.05
manipur,2018,4,795001,19824,481.28
manipur,2018,4,795138,12501,270.87
manipur,2018,4,795133,10795,195.34
manipur,2018,4,795148,9494,189.54
manipur,2018,4,795132,7849,133.77
manipur,2018,4,795149,7506,167.01
manipur,2018,4,795002,7121,225.65
manipur,2018,4,795107,7028,253.0
manipur,2018,4,795008,6971,125.33
manipur,2019,1,795004,35245,1096.35
manipur,2019,1,795001,24838,567.27
manipur,2019,1,795002,12432,259.78
manipur,2019,1,795138,11157,229.02
manipur,2019,1,795133,9791,214.03
manipur,2019,1,795148,9570,191.24
manipur,2019,1,795132,9340,182.35
manipur,2019,1,795107,8646,235.65
manipur,2019,1,795149,8393,248.72
manipur,2019,1,795128,8185,277.57
manipur,2019,2,795004,36187,1207.81
manipur,2019,2,795001,28023,773.89
manipur,2019,2,795002,10533,300.1
manipur,2019,2,795138,9739,272.49
manipur,2019,2,795133,8834,210.12
manipur,2019,2,795148,8578,184.85
manipur,2019,2,795107,8437,257.68
manipur,2019,2,795149,7257,203.89
manipur,2019,2,795128,7150,234.0
manipur,2019,2,795132,6820,164.66
manipur,2019,3,795004,49341,1433.43
manipur,2019,3,795001,34428,1007.43
manipur,2019,3,795002,16183,384.36
manipur,2019,3,795107,12606,314.13
manipur,2019,3,795138,12455,315.97
manipur,2019,3,795133,11331,219.11
manipur,2019,3,795148,10206,201.97
manipur,2019,3,795103,10097,212.77
manipur,2019,3,795128,9626,313.49
manipur,2019,3,795149,9541,257.79
manipur,2019,4,795004,85163,2841.43
manipur,2019,4,795001,41607,1238.0
manipur,2019,4,795002,19150,436.58
manipur,2019,4,795133,16045,329.36
manipur,2019,4,795138,14997,360.46
manipur,2019,4,795107,14246,386.01
manipur,2019,4,795148,13841,286.18
manipur,2019,4,795149,12308,326.34
manipur,2019,4,795103,12270,289.18
manipur,2019,4,795010,10612,249.86
manipur,2020,1,795004,387305,15857.68
manipur,2020,1,795001,29338,717.46
manipur,2020,1,795002,23472,499.7
manipur,2020,1,795133,19760,399.98
manipur,2020,1,795138,18804,455.75
manipur,2020,1,795003,18491,624.64
manipur,2020,1,795148,16024,342.8
manipur,2020,1,795107,15648,369.13
manipur,2020,1,795103,15607,356.42
manipur,2020,1,795149,14785,359.29
manipur,2020,2,795004,434372,17851.86
manipur,2020,2,795133,37798,781.41
manipur,2020,2,795138,30249,758.2
manipur,2020,2,795001,30163,646.38
manipur,2020,2,795002,28649,641.15
manipur,2020,2,795103,26957,483.49
manipur,2020,2,795148,26952,636.99
manipur,2020,2,795149,25348,544.48
manipur,2020,2,795128,22004,604.75
manipur,2020,2,795010,21593,400.71
manipur,2020,3,795004,668121,27835.65
manipur,2020,3,795133,39633,913.78
manipur,2020,3,795001,37763,1007.95
manipur,2020,3,795138,37003,904.79
manipur,2020,3,795002,32589,855.58
manipur,2020,3,795103,30393,654.5
manipur,2020,3,795148,29878,730.91
manipur,2020,3,795128,29127,882.15
manipur,2020,3,795149,28473,671.88
manipur,2020,3,795010,24695,551.04
manipur,2020,4,795004,735821,29946.39
manipur,2020,4,795001,50986,1663.11
manipur,2020,4,795133,45765,1299.38
manipur,2020,4,795138,41754,1225.33
manipur,2020,4,795002,39018,1132.48
manipur,2020,4,795148,35670,1021.25
manipur,2020,4,795103,34654,907.32
manipur,2020,4,795128,32853,1175.49
manipur,2020,4,795107,31876,921.62
manipur,2020,4,795149,30448,886.53
manipur,2021,1,795004,1557689,45213.02
manipur,2021,1,795001,47326,1629.13
manipur,2021,1,795002,39543,1157.65
manipur,2021,1,795133,35007,1280.99
manipur,2021,1,795138,34160,1208.46
manipur,2021,1,795148,30444,957.41
manipur,2021,1,795107,29678,916.89
manipur,2021,1,795103,28626,884.43
manipur,2021,1,795128,28339,1179.56
manipur,2021,1,795149,26145,926.75
manipur,2021,2,795004,2185030,52110.5
manipur,2021,2,795001,46325,1317.34
manipur,2021,2,795133,44948,1444.73
manipur,2021,2,795138,42030,1221.33
manipur,2021,2,795002,41066,1116.47
manipur,2021,2,795128,38339,1261.22
manipur,2021,2,795148,38043,1101.27
manipur,2021,2,795103,35832,891.28
manipur,2021,2,795107,35141,1062.24
manipur,2021,2,795149,28651,845.76
manipur,2021,3,795004,2823956,68230.05
manipur,2021,3,795001,63235,2074.96
manipur,2021,3,795133,53340,1766.98
manipur,2021,3,795002,52916,1667.96
manipur,2021,3,795138,51630,1640.4
manipur,2021,3,795128,51217,1795.39
manipur,2021,3,795148,47825,1452.7
manipur,2021,3,795107,43620,1318.25
manipur,2021,3,795103,42874,1225.45
manipur,2021,3,795149,35644,1223.42
manipur,2021,4,795004,3416235,85097.71
manipur,2021,4,795001,80571,2715.01
manipur,2021,4,795002,62748,2051.43
manipur,2021,4,795133,60364,2047.97
manipur,2021,4,795138,58879,1870.65
manipur,2021,4,795128,54120,2039.59
manipur,2021,4,795148,53342,1501.51
manipur,2021,4,795107,49515,1436.44
manipur,2021,4,795149,42501,1483.59
manipur,2021,4,795103,41864,1211.4
manipur,2022,1,795004,3869356,95376.39
manipur,2022,1,795001,87098,2897.16
manipur,2022,1,795002,69943,2191.52
manipur,2022,1,795138,69278,2174.57
manipur,2022,1,795148,67820,1794.57
manipur,2022,1,795133,64420,2224.93
manipur,2022,1,795128,58936,2137.17
manipur,2022,1,795107,56033,1642.2
manipur,2022,1,795149,50677,1720.78
manipur,2022,1,795130,47315,1388.28
manipur,2022,2,795004,4573299,102026.69
manipur,2022,2,795001,103360,3280.27
manipur,2022,2,795002,84068,2500.03
manipur,2022,2,795148,80833,1924.87
manipur,2022,2,795138,73873,2227.47
manipur,2022,2,795133,68627,2496.91
manipur,2022,2,795107,60583,1677.11
manipur,2022,2,795130,56502,1432.93
manipur,2022,2,795128,55970,1939.74
manipur,2022,2,795149,50379,1693.32
manipur,2022,3,795004,4302756,97306.4
manipur,2022,3,795003,300051,6800.12
manipur,2022,3,795001,159116,4184.19
manipur,2022,3,795128,128345,3357.97
manipur,2022,3,795103,115879,2748.69
manipur,2022,3,795002,90949,2637.14
manipur,2022,3,795148,86932,1981.39
manipur,2022,3,795138,80059,2277.31
manipur,2022,3,795133,68707,2345.64
manipur,2022,3,795130,66313,1549.21
manipur,2022,4,795004,4334975,99475.84
manipur,2022,4,795103,206973,4798.99
manipur,2022,4,795001,151452,3955.69
manipur,2022,4,795138,127631,3395.97
manipur,2022,4,795003,117634,2894.4
manipur,2022,4,795002,106022,2760.27
manipur,2022,4,795148,90628,2228.72
manipur,2022,4,795129,77019,2059.23
manipur,2022,4,795133,75053,2437.55
manipur,2022,4,795130,68326,1652.12
manipur,2023,1,795004,456363,12407.69
manipur,2023,1,795001,216068,5331.99
manipur,2023,1,795002,184478,4245.39
manipur,2023,1,795148,139469,3415.54
manipur,2023,1,795133,129584,3778.24
manipur,2023,1,795138,121384,3305.98
manipur,2023,1,795130,115555,2716.37
manipur,2023,1,795107,95337,2193.89
manipur,2023,1,795132,91792,2504.2
manipur,2023,1,795149,85573,2411.13
manipur,2023,2,795004,224651,6199.7
manipur,2023,2,795001,108635,2581.34
manipur,2023,2,795002,93433,2260.03
manipur,2023,2,795148,68329,1775.27
manipur,2023,2,795138,60088,1690.1
manipur,2023,2,795133,59148,1780.03
manipur,2023,2,795130,56614,1497.63
manipur,2023,2,795132,46117,1312.56
manipur,2023,2,795116,44761,1279.5
manipur,2023,2,795128,43524,1393.67
manipur,2023,3,795004,148271,6178.91
manipur,2023,3,795001,67657,2657.36
manipur,2023,3,795002,48464,1867.6
